position,ppr_points,var,moving_avg,up_vol,down_vol,hv_plays,hv_points,ou,def_rk,attempts,conv_rate,ay_att,yac_att,yds_route
TE,5.30,0.63,7.66,2.20,0.30,0,0,42,6,2,1.00,6.25,2.00,8.25
WR,2.50,0.67,7.22,1.91,0.34,0,0,42,6,2,0.50,5.75,1.00,6.75
TE,1.90,0.73,6.42,2.17,0.33,0,0,43.5,26,1,1.00,6.00,3.00,9.00
TE,4.90,0.67,10.02,2.11,0.27,0,0,43.5,15,6,0.50,1.47,0.14,1.61
WR,2.10,0.44,8.40,1.62,0.49,0,0,43.5,26,3,0.33,1.44,0.22,1.67
WR,6.20,0.52,10.94,1.82,0.40,0,0,43.5,26,4,0.75,1.38,0.75,2.13
WR,6.20,0.38,7.58,1.46,0.57,0,0,43.5,26,6,0.67,0.56,0.25,0.81
TE,14.80,0.45,10.30,1.74,0.53,2,10.60,43.5,26,5,0.80,1.12,1.00,2.12
WR,14.60,0.47,17.49,1.66,0.44,2,7.40,43.5,15,10,0.70,0.90,0.21,1.11
TE,1.60,0.51,14.40,1.77,0.46,0,0,48,,6,0.17,2.56,0.03,2.58
WR,36.30,0.59,19.40,1.93,0.39,5,31.40,48,,8,0.88,2.24,1.16,3.39
WR,2.50,0.98,7.60,2.90,0.36,0,0,48,,1,1.00,7.00,8.00,15.00
WR,5.10,0.72,11.50,2.40,0.20,0,0,48,,5,0.60,1.08,0.28,1.36
WR,7.10,0.62,5.82,1,1,1,7.10,48,,2,0.50,10.50,1.00,11.50
WR,22.00,0.37,16.68,1.59,0.57,2,6.50,42.5,5,15,0.73,0.65,0.09,0.74
TE,3.80,0.54,11.48,1.72,0.33,0,0,42.5,5,5,0.40,0.80,0.64,1.44
WR,9.80,0.54,15.38,1.93,0.49,0,0,42.5,5,7,0.71,1.43,0.10,1.53
TE,2.60,0.75,7.34,2.32,0.40,0,0,42.5,5,1,1.00,11.00,5.00,16.00
WR,18.30,0.67,9.52,1.81,0.38,1,9.80,50,31,7,0.71,1.47,0.08,1.55
WR,13.10,0.61,11.18,1.86,0.36,1,7.90,50,14,4,0.75,4.56,0.25,4.81
TE,7.40,0.43,9.70,1.59,0.37,1,4.50,50,14,2,1.00,9.00,4.50,13.50
WR,38.00,0.53,19.20,1.83,0.42,3,15.20,50,31,17,0.94,0.44,0.22,0.66
WR,5.70,0.57,10.80,1.86,0.43,0,0,50,14,5,0.60,0.00,1.20,1.20
WR,27.70,0.47,11.18,1.62,0.41,3,19.30,50,14,7,1.00,2.08,0.92,3.00
TE,2.50,0.71,2.26,2.31,0.40,0,0,50,31,1,1.00,-6.00,21.00,15.00
WR,31.60,0.65,8.48,2.16,0.38,3,27.90,50,14,5,1.00,4.68,1.16,5.84
TE,8.40,0.74,11.36,2.35,0.28,1,3.10,50,31,4,1.00,2.56,0.19,2.75
WR,2.10,0.59,9.50,1.92,0.36,0,0,49,4,5,0.20,2.64,0.08,2.72
WR,19.60,0.81,3.78,2.17,0.25,1,7.40,49,4,7,1.00,0.90,0.45,1.35
WR,2.90,0.79,4.40,2.29,0.23,0,0,49,4,1,1.00,0.00,6.00,6.00
WR,15.10,0.37,21.18,1.58,0.65,0,0,49,7,11,0.73,0.98,0.17,1.16
TE,23.30,0.65,19.80,2.20,0.37,4,18.40,49,4,8,0.88,1.67,0.33,2.00
TE,8.10,0.79,7.86,2.23,0.35,1,8.10,46.5,28,2,0.50,4.00,0.00,4.00
WR,6.80,1.10,8.42,2.90,0.37,0,0,46.5,9,6,0.67,1.00,0.61,1.61
TE,14.00,0.51,8.68,1.84,0.47,1,4.60,46.5,9,9,0.56,1.33,0.83,2.16
WR,3.80,0.53,3.38,1.87,0.33,0,0,46.5,28,4,0.50,0.75,0.63,1.38
TE,1.90,0.55,5.10,1,1,0,0,46.5,28,1,1.00,-1.00,10.00,9.00
WR,14.10,0.51,13.56,1.77,0.45,1,9.20,46.5,28,6,0.50,2.14,0.20,2.33
WR,16.20,0.44,10.82,1.54,0.47,1,4.40,46.5,28,12,0.50,1.09,0.35,1.44
WR,4.10,0.61,9.82,1.99,0.25,0,0,46.5,9,6,0.33,1.45,0.00,1.45
WR,6.80,0.73,10.34,2.39,0.46,1,3.10,43.5,3,4,0.75,1.50,1.31,2.81
WR,12.20,0.73,7.58,2.33,0.36,0,0,43.5,27,13,0.46,0.66,0.15,0.81
TE,2.20,0.74,3.24,2.02,0.29,0,0,43.5,27,3,0.33,2.44,0.00,2.44
WR,8.80,0.77,8.40,2.79,0.42,0,0,43.5,3,7,0.71,2.29,0.06,2.35
WR,2.70,0.86,9.30,2.46,0.22,0,0,43.5,27,3,0.33,3.44,1.44,4.89
WR,26.60,1.10,7.64,2.80,0.23,2,22.50,43.5,3,5,0.80,3.20,1.64,4.84
TE,5.70,0.66,3.08,2.10,0.41,1,4.10,43.5,27,2,1.00,8.25,1.00,9.25
WR,6.60,0.60,7.48,1.92,0.42,0,0,43.5,3,6,0.67,1.39,0.33,1.72
TE,9.20,0.85,10.08,1,1,0,0,43.5,27,7,0.57,0.94,0.41,1.35
WR,19.20,0.45,11.78,1.80,0.38,1,10.80,47.5,10,8,0.75,1.52,0.30,1.81
WR,7.30,0.63,-0.80,1.79,0.21,1,7.30,47.5,10,2,0.50,5.50,0.00,5.50
WR,5.60,0.50,8.94,1.72,0.41,0,0,47.5,10,5,0.60,0.48,0.52,1.00
WR,4.80,0.74,3.88,2.16,0.19,0,0,47.5,30,3,1.00,0.33,1.67,2.00
TE,1.90,0.24,8.42,1,1,0,0,47.5,10,1,1.00,2.00,7.00,9.00
TE,1.40,0.55,4.00,1.73,0.30,0,0,47.5,10,1,1.00,4.00,0.00,4.00
TE,15.10,0.62,12.14,1.95,0.25,1,9.60,47.5,30,5,0.80,2.00,0.40,2.40
WR,13.90,0.84,8.64,2.31,0.24,0,0,47.5,30,9,0.89,0.73,0.28,1.01
TE,2.30,0.83,6.14,2.32,0.27,0,0,47.5,30,1,1.00,2.00,11.00,13.00
TE,7.40,0.48,8.56,1,1,1,3.90,47.5,10,3,1.00,2.22,2.67,4.89
TE,11.00,0.52,9.52,1.88,0.53,0,0,47.5,30,10,0.70,0.59,0.15,0.74
WR,15.60,0.49,9.52,1.92,0.44,1,7.50,47.5,30,11,0.45,0.87,0.16,1.03
WR,8.70,0.47,11.50,1.68,0.47,1,8.70,49,4,3,0.33,11.00,0.00,11.00
TE,4.30,0.55,7.10,1.81,0.43,0,0,41,17,7,0.43,1.35,0.18,1.53
WR,16.90,0.46,16.12,1.79,0.50,2,11.40,41,21,8,0.63,0.89,1.19,2.08
WR,0.80,0.81,2.06,2.40,0.25,0,0,41,21,1,0.00,2.00,0.00,2.00
WR,4.80,0.58,7.84,1.88,0.37,1,4.80,41,17,3,0.33,5.33,1.44,6.78
TE,9.00,0.94,6.76,2.61,0.27,1,4.70,41,21,5,0.60,2.04,1.16,3.20
WR,17.60,0.50,17.60,1.76,0.37,2,9.20,41,17,15,0.47,0.88,0.08,0.96
WR,1.60,0.53,3.94,1,1,0,0,41,21,5,0.20,3.92,0.00,3.92
TE,2.20,0.86,2.48,2.34,0.29,0,0,41,17,1,1.00,-4.00,16.00,12.00
WR,24.30,0.40,28.42,1.61,0.63,1,9.20,41,21,16,0.56,0.70,0.18,0.89
WR,12.80,0.59,11.54,1.79,0.40,1,8.20,38.5,18,6,0.50,1.70,0.17,1.86
WR,5.60,0.75,9.82,2.25,0.34,0,0,38.5,2,6,0.50,1.58,0.03,1.61
WR,1.50,0.43,7.76,1.69,0.44,0,0,38.5,18,1,1.00,2.00,3.00,5.00
TE,7.00,0.62,2.68,1.98,0.42,1,3.50,38.5,18,6,0.50,0.50,0.72,1.22
TE,6.20,0.90,2.98,2.45,0.01,1,3.40,38.5,18,3,1.00,1.78,1.78,3.55
WR,2.00,0.57,7.30,1.98,0.38,0,0,48,,7,0.14,2.31,0.02,2.33
TE,3.40,1.13,3.94,3.25,0.37,1,3.40,38.5,2,2,0.50,9.75,0.00,9.75
WR,2.70,0.79,7.38,1,1,0,0,38.5,2,4,0.50,0.94,0.94,1.88
WR,13.50,0.80,5.62,2.31,0.27,2,11.60,38.5,18,5,0.60,1.88,0.08,1.96
WR,2.40,0.55,4.70,2.00,0.48,0,0,42.5,11,1,1.00,14.00,0.00,14.00
WR,14.90,0.38,2.58,1.45,0.41,1,8.30,38.5,18,6,0.67,1.36,0.67,2.03
WR,28.00,0.38,12.50,1.43,0.48,3,12.10,44.5,12,19,0.53,0.78,0.09,0.87
WR,5.80,0.50,10.68,1.76,0.45,0,0,44.5,12,6,0.67,1.36,0.14,1.50
TE,9.80,0.62,13.96,1.98,0.32,0,0,44.5,25,10,0.50,0.78,0.16,0.94
WR,13.50,0.61,14.54,2.03,0.39,0,0,44.5,25,10,0.80,0.49,0.06,0.55
TE,5.40,0.58,4.78,1.88,0.45,0,0,44.5,12,4,0.75,1.44,0.25,1.69
WR,25.00,0.55,9.86,1.82,0.36,3,22.00,38.5,19,5,0.80,2.88,1.00,3.88
TE,5.40,0.77,3.02,2.51,0.37,0,0,38.5,14,3,1.00,0.56,2.11,2.67
TE,7.50,0.57,10.20,1.77,0.29,1,3.10,38.5,19,6,0.50,0.83,0.75,1.58
WR,13.50,0.57,15.63,1.84,0.38,0,0,38.5,14,13,0.62,0.53,0.09,0.63
WR,1.50,0.53,2.72,1.95,0.56,0,0,38.5,19,1,1.00,2.00,3.00,5.00
WR,5.50,0.80,6.92,2.30,0.22,0,0,38.5,19,4,0.75,2.06,0.13,2.19
WR,2.80,0.91,4.38,2.88,0.32,0,0,38.5,14,1,1.00,18.00,0.00,18.00
WR,9.50,0.63,5.10,2.09,0.38,1,9.50,38.5,14,5,0.20,5.72,0.00,5.72
WR,6.80,0.96,2.04,2.72,0.07,0,0,44,25,5,0.60,2.00,0.64,2.64
WR,11.80,0.52,15.08,1.70,0.42,1,7.80,44,12,4,0.50,3.31,0.81,4.13
TE,3.00,0.28,1.98,1.39,0.67,0,0,44,25,2,1.00,1.00,1.50,2.50
TE,3.80,0.93,10.88,2.65,0.29,1,3.80,44,12,1,1.00,17.00,11.00,28.00
WR,1.60,0.70,4.90,2.16,0.48,0,0,44,12,2,0.50,5.50,0.50,6.00
WR,8.20,0.88,2.44,2.60,0.34,1,8.20,44,12,3,0.33,3.56,0.00,3.56
WR,3.60,0.84,5.95,2.50,0.57,0,0,44,25,6,0.33,1.14,0.03,1.17
TE,2.60,0.78,4.14,2.26,0.37,0,0,44,25,6,0.50,1.45,0.11,1.56
WR,4.80,0.55,6.20,2.10,0.54,0,0,44,12,5,0.40,2.76,0.40,3.16
WR,4.90,0.63,8.54,1.95,0.35,0,0,44,12,2,1.00,4.50,2.75,7.25
TE,14.00,0.77,6.36,2.28,0.35,2,9.90,44,12,6,0.67,1.06,2.22,3.28
WR,10.50,1.04,2.10,1,1,1,6.00,44,25,4,0.75,3.75,1.44,5.19
WR,5.00,0.98,1.30,2.34,-0.12,1,3.60,44,25,4,0.50,2.81,0.44,3.25
TE,6.50,0.75,5.54,2.24,0.27,1,3.40,43,,4,0.75,2.56,0.00,2.56
WR,20.50,0.93,10.46,2.70,0.18,1,15.70,43,,6,0.50,2.78,1.45,4.22
WR,9.80,0.35,6.62,1.50,0.57,1,3.60,43,,6,0.83,0.53,0.81,1.33
WR,1.40,0.81,6.16,2.22,0.24,0,0,43,,1,1.00,2.00,2.00,4.00
WR,3.70,0.60,13.46,1.96,0.29,0,0,43,,2,1.00,4.25,0.00,4.25
TE,1.90,1.00,5.56,2.82,0.33,0,0,37.5,15,2,0.50,3.25,0.50,3.75
WR,1.70,0.53,1.40,1.64,0.48,0,0,37.5,15,3,0.33,5.00,0.00,5.00
WR,1.80,0.07,2.00,1,1,0,0,37.5,23,3,0.33,0.56,1.11,1.67
WR,7.10,0.74,3.02,2.25,0.46,0,0,37.5,23,10,0.40,1.14,0.03,1.17
WR,12.50,0.92,2.94,2.76,0.39,1,4.00,37.5,15,8,0.75,1.52,0.17,1.69
WR,9.60,0.62,6.68,1.97,0.35,1,3.20,37.5,15,6,0.67,1.95,0.36,2.31
WR,24.70,0.62,7.92,1.97,0.38,1,3.40,37.5,23,11,0.91,0.55,0.70,1.26
TE,10.30,0.52,4.30,1.78,0.45,1,6.10,37.5,23,4,0.75,4.31,2.44,6.75
TE,1.60,0.57,2.96,1.85,0.50,0,0,37.5,15,1,1.00,5.00,1.00,6.00
WR,17.70,0.52,11.18,1.73,0.33,1,7.60,37.5,15,8,0.75,0.75,0.44,1.19
WR,4.80,0.48,8.84,1.74,0.52,0,0,40.5,2,6,0.50,1.95,0.06,2.00
TE,4.90,0.40,12.36,1.52,0.51,0,0,40.5,2,5,0.60,1.20,0.08,1.28
TE,4.20,0.66,2.80,2.17,0.34,0,0,40.5,2,3,1.00,0.78,0.56,1.33
WR,1.70,0.60,13.10,1.96,0.38,0,0,40.5,2,2,0.50,3.50,2.25,5.75
TE,2.20,1.00,3.06,1,1,0,0,40.5,2,1,1.00,4.00,8.00,12.00
WR,10.50,0.46,11.84,1.57,0.41,0,0,49.5,10,14,0.36,1.03,0.01,1.04
TE,6.70,0.75,6.96,2.07,0.21,0,0,49.5,10,5,0.60,1.88,0.44,2.32
WR,1.90,0.75,3.62,1,1,0,0,49.5,10,1,1.00,9.00,0.00,9.00
WR,6.50,0.58,10.92,1.79,0.35,1,3.30,49.5,24,6,0.50,2.45,0.17,2.61
TE,1.80,0.88,3.20,2.09,-0.01,0,0,49.5,24,2,0.50,5.25,1.00,6.25
WR,24.10,0.99,6.90,2.79,0.26,1,10.90,49.5,10,12,0.58,1.29,0.20,1.49
WR,15.40,0.38,18.16,1.55,0.53,1,5.30,49.5,24,8,0.75,1.05,0.53,1.58
TE,2.10,0.33,2.18,1.53,0.72,0,0,49.5,10,1,1.00,1.00,10.00,11.00
WR,17.20,0.60,8.92,1.92,0.34,1,5.30,49.5,10,11,0.64,0.93,0.47,1.40
TE,1.20,0.85,4.40,2.50,0.53,0,0,37.5,31,1,1.00,1.00,1.00,2.00
TE,5.80,0.79,6.40,2.27,0.27,1,4.40,37.5,7,3,0.67,2.56,3.44,6.00
WR,29.30,0.59,14.40,2.09,0.40,3,19.00,37.5,31,10,0.90,1.25,0.35,1.60
WR,21.80,1.08,3.96,3.10,0.34,2,20.10,37.5,7,4,0.75,2.56,2.94,5.50
WR,15.50,0.43,10.10,1.38,0.59,2,10.70,37.5,7,7,0.57,2.39,0.94,3.33
WR,2.80,0.84,8.90,2.10,0.20,0,0,37.5,7,6,0.17,2.20,0.00,2.20
TE,2.90,0.81,8.80,2.55,0.32,0,0,37.5,31,2,1.00,1.50,0.75,2.25
WR,1.10,0.77,4.64,2.20,0.32,0,0,37.5,31,1,1.00,-2.00,3.00,1.00
WR,12.50,0.56,11.42,1.87,0.42,0,0,37.5,31,7,0.86,1.59,0.41,2.00
TE,1.50,0.53,7.46,1.48,0.39,0,0,37.5,31,2,0.50,3.25,0.50,3.75
TE,4.40,0.45,13.64,1.60,0.27,0,0,41,13,2,1.00,4.00,2.00,6.00
WR,7.20,1.57,0.68,4.08,-0.03,0,0,41,4,5,0.80,1.20,0.48,1.68
WR,5.50,0.74,2.74,2.70,0.35,0,0,41,13,5,0.60,1.00,0.28,1.28
WR,5.30,0.60,2.10,1,1,0,0,41,13,3,1.00,1.89,0.67,2.56
WR,4.80,0.62,16.02,1.91,0.32,0,0,41,13,3,1.00,-0.11,1.33,1.22
TE,1.90,0.96,11.60,2.56,0.26,0,0,41,13,2,0.50,2.75,2.00,4.75
WR,3.40,0.70,6.56,2.06,0.43,0,0,41,4,4,0.50,3.63,0.06,3.69
WR,13.00,0.80,3.74,2.32,0.30,2,13.00,41,4,2,1.00,10.00,2.50,12.50
TE,2.30,0.74,4.86,1,1,0,0,41,4,2,0.50,-2.50,2.00,-0.50
WR,1.80,0.51,14.82,1.72,0.40,0,0,41,13,2,0.50,8.25,0.50,8.75
WR,5.40,0.43,10.60,1.58,0.51,0,0,41,4,8,0.38,1.30,0.28,1.58
TE,4.30,0.64,4.56,2.11,0.39,0,0,41,13,4,0.75,1.94,0.13,2.06
TE,3.70,0.74,9.16,2.15,0.17,0,0,41,4,3,0.67,2.89,0.11,3.00
WR,3.90,0.50,4.73,1,1,1,3.90,41,28,5,0.20,0.80,1.16,1.96
WR,11.90,0.64,4.50,1,1,1,8.60,41,28,6,0.50,1.53,0.25,1.78
WR,7.70,0.38,9.02,1.54,0.52,0,0,41,27,10,0.40,1.22,0.03,1.25
WR,5.40,0.68,15.28,2.01,0.30,0,0,41,27,7,0.43,0.76,0.02,0.78
WR,4.30,0.57,8.04,1.94,0.42,0,0,41,27,5,0.40,2.16,0.72,2.88
TE,11.30,0.79,5.42,2.15,0.31,0,0,41,28,6,0.83,0.95,1.06,2.00
TE,1.00,0.68,3.40,1.82,0.12,0,0,41,27,2,0.50,-0.75,0.00,-0.75
TE,4.00,0.56,7.56,1.80,0.29,0,0,41,27,3,0.67,3.22,1.11,4.33
WR,8.30,0.61,6.32,1.90,0.40,0,0,43.5,22,7,0.57,1.27,0.29,1.55
WR,10.90,0.64,12.92,2.14,0.37,1,3.20,43.5,5,7,0.71,0.49,0.88,1.37
WR,5.60,0.72,1.66,2.32,0.35,1,5.60,43.5,5,2,0.50,15.75,2.50,18.25
WR,2.50,0.35,5.30,1,1,0,0,43.5,5,4,0.25,5.00,0.00,5.00
WR,1.30,0.67,14.92,2.01,0.31,0,0,43.5,5,2,0.50,4.25,0.25,4.50
WR,5.60,0.64,3.20,2.29,0.45,0,0,43.5,22,5,0.60,4.08,0.24,4.32
WR,12.40,1.06,4.56,1,1,1,4.50,43.5,5,8,0.63,1.03,0.64,1.67
TE,3.00,0.58,4.62,2.07,0.53,0,0,43.5,5,2,1.00,1.50,1.00,2.50
WR,19.70,0.58,10.18,1.91,0.36,3,15.30,43.5,22,11,0.45,1.43,0.13,1.56
WR,14.40,0.75,6.64,2.04,0.19,2,6.40,38,1,10,0.50,1.45,0.12,1.57
WR,4.60,0.56,3.62,1.80,0.40,0,0,38,9,3,1.00,1.78,0.00,1.78
TE,6.50,0.43,4.08,1.39,0.60,0,0,38,9,3,1.00,2.67,1.22,3.89
WR,17.70,0.67,12.52,2.30,0.29,2,12.10,38,9,6,1.00,0.86,0.95,1.81
WR,12.10,0.52,11.78,1.77,0.45,0,0,38,9,7,0.86,1.04,0.41,1.45
WR,7.90,0.58,10.10,1.98,0.45,0,0,38,1,8,0.63,0.19,0.31,0.50
WR,4.60,0.54,7.68,1.91,0.38,1,4.00,38,1,5,0.20,2.92,1.04,3.96
TE,1.30,0.58,12.06,1.80,0.25,0,0,38,9,3,0.33,2.00,0.00,2.00
WR,4.70,0.56,7.80,1.80,0.32,0,0,41.5,29,3,0.67,3.67,0.00,3.67
WR,4.50,0.76,10.16,2.31,0.41,0,0,41.5,29,3,0.67,1.00,2.11,3.11
WR,5.60,1.25,7.56,3.61,0.09,0,0,41.5,18,5,0.60,0.96,1.04,2.00
TE,9.60,0.58,4.10,1.87,0.32,1,9.60,41.5,29,2,0.50,7.75,0.00,7.75
TE,1.90,1.00,5.22,2.54,0.28,0,0,41.5,18,4,0.25,1.81,0.75,2.56
WR,12.40,0.59,7.44,1.83,0.15,1,3.40,41.5,18,8,0.75,0.86,0.47,1.33
WR,24.20,0.34,15.76,1.46,0.57,3,14.00,41.5,18,10,0.90,0.35,0.61,0.96
WR,6.40,0.77,7.90,2.33,0.28,0,0,41.5,18,7,0.43,1.96,0.10,2.06
WR,4.30,0.90,5.16,2.45,0.23,0,0,41.5,29,3,0.67,6.78,0.33,7.11
TE,12.40,0.54,7.52,1.79,0.42,0,0,41.5,29,8,0.75,0.75,0.64,1.39
TE,1.10,0.82,3.22,2.80,0.46,0,0,41.5,18,3,0.33,2.22,-0.11,2.11
WR,2.90,0.82,5.08,2.42,0.17,0,0,42,30,4,0.50,2.44,0.50,2.94
TE,1.40,0.88,7.82,2.51,0.36,0,0,42,30,2,0.50,3.50,0.50,4.00
WR,5.90,1.08,3.98,2.58,0.34,1,3.20,42,32,4,0.50,4.06,0.00,4.06
WR,1.80,0.79,4.94,1,1,0,0,42,30,5,0.20,2.48,0.16,2.64
TE,13.80,0.63,10.04,1.85,0.34,1,7.60,42,32,5,0.80,1.24,0.60,1.84
WR,4.40,0.91,9.34,2.66,0.32,0,0,42,32,6,0.50,1.53,0.22,1.75
WR,1.20,0.59,3.56,1.94,0.40,0,0,42,32,1,1.00,1.00,1.00,2.00
WR,3.70,0.82,5.14,2.20,0.27,0,0,42,30,2,1.00,3.50,0.75,4.25
WR,18.10,0.56,14.16,1.90,0.41,2,13.90,45,26,5,0.80,2.96,0.76,3.72
WR,23.48,0.53,10.82,1.64,0.41,1,14.10,45,26,7,1.00,0.41,1.71,2.12
WR,15.30,0.47,12.22,1.73,0.44,1,8.70,45,21,7,0.57,0.71,0.53,1.24
WR,16.00,0.68,6.76,2.26,0.46,2,16.00,45,26,3,0.67,8.33,3.44,11.78
WR,1.50,0.89,6.60,1,1,0,0,45,21,5,0.20,2.08,0.24,2.32
WR,3.50,0.93,3.84,3.14,0.31,0,0,45,21,3,0.67,1.22,1.00,2.22
WR,8.60,1.09,4.03,1,1,2,7.00,45,21,3,1.00,3.44,2.78,6.22
TE,1.90,0.70,13.24,2.09,0.25,0,0,45,26,6,0.17,1.83,0.25,2.08
WR,1.00,0.53,3.10,1,1,0,0,45,21,3,0.33,6.56,0.00,6.56
TE,2.20,1.01,2.48,2.82,0.35,0,0,45,26,1,1.00,-4.00,16.00,12.00
WR,3.70,0.60,13.36,1.96,0.31,0,0,40,6,10,0.20,1.47,0.08,1.55
WR,20.10,1.03,5.22,2.64,0.34,1,11.90,40,6,7,0.71,1.45,0.57,2.02
WR,7.60,0.47,6.76,1.84,0.50,1,7.60,40,16,3,0.33,3.44,0.00,3.44
TE,23.30,0.84,5.60,2.71,0.16,2,14.60,40,6,8,0.75,0.69,0.36,1.05
TE,1.70,0.62,4.28,1.97,0.47,0,0,40,6,2,0.50,3.75,1.25,5.00
TE,13.10,0.43,9.60,1.76,0.42,0,0,40,16,10,0.70,0.43,0.40,0.83
WR,15.00,0.60,12.30,1.67,0.18,1,7.60,40,16,13,0.38,1.07,0.07,1.14
TE,4.40,0.65,2.18,2.06,0.47,0,0,40,16,3,0.67,3.11,0.56,3.67
WR,6.60,0.82,5.78,2.25,0.20,0,0,40,16,4,0.75,1.94,0.75,2.69
WR,5.50,0.59,7.86,1.95,0.47,1,3.20,40,6,4,0.50,2.50,0.38,2.88
TE,2.00,1.38,8.02,3.79,0.29,0,0,44.5,8,9,0.11,1.28,0.01,1.30
TE,6.50,0.78,4.84,2.34,0.27,1,3.40,44.5,11,3,1.00,1.89,2.00,3.89
WR,2.30,0.59,2.22,1.79,0.31,0,0,44.5,8,2,0.50,6.00,0.00,6.00
WR,12.80,0.61,11.14,1.93,0.29,2,12.80,44.5,8,6,0.33,3.22,0.11,3.33
WR,5.20,0.49,6.46,1.71,0.50,0,0,44.5,11,3,0.67,1.44,2.44,3.89
WR,14.10,0.49,11.95,1.72,0.42,0,0,44.5,11,11,0.64,0.49,0.45,0.94
WR,5.60,0.55,3.44,1.80,0.59,1,3.70,44.5,8,4,0.50,3.94,0.19,4.13
WR,13.00,0.68,20.06,2.07,0.46,1,3.70,44.5,11,11,0.45,1.34,0.33,1.67
TE,4.20,0.82,5.96,2.40,0.37,0,0,44.5,8,3,0.67,2.67,0.89,3.56
TE,2.20,0.64,4.38,2.11,0.39,0,0,46,20,2,0.50,2.00,2.00,4.00
WR,7.50,0.62,14.68,1.91,0.32,0,0,46,20,7,0.57,2.24,0.37,2.61
WR,12.60,0.93,16.74,2.70,0.18,1,13.30,46,4,4,0.75,1.75,2.75,4.50
WR,5.30,0.35,6.88,1.50,0.57,0,0,46,4,6,0.50,1.58,0.08,1.67
WR,1.70,0.81,7.52,2.22,0.24,0,0,46,4,2,0.50,1.00,1.75,2.75
TE,17.10,0.45,12.90,1.60,0.27,1,3.50,46,20,14,0.64,0.45,0.22,0.67
TE,3.60,0.36,2.40,1.38,0.62,0,0,46,4,3,0.67,1.67,1.22,2.89
WR,1.50,0.74,9.28,2.27,0.24,0,0,46,20,5,0.20,1.68,0.00,1.68
TE,2.50,0.75,6.16,2.24,0.27,0,0,46,4,2,0.50,3.50,2.50,6.00
WR,7.50,0.96,2.96,1,1,1,7.50,45.5,32,1,1.00,5.00,0.00,5.00
WR,19.50,0.59,16.96,2.09,0.40,2,14.70,45.5,32,7,0.86,0.47,1.16,1.63
WR,2.00,0.82,10.64,2.20,0.27,0,0,45.5,7,5,0.20,0.56,0.20,0.76
WR,1.50,0.82,6.28,2.42,0.17,0,0,45.5,7,2,0.50,1.50,0.00,1.50
WR,1.60,0.77,4.56,2.20,0.32,0,0,45.5,32,4,0.25,1.38,0.25,1.63
WR,9.80,0.56,10.46,1.87,0.42,1,4.60,45.5,32,4,0.75,3.88,1.44,5.31
WR,16.50,0.37,21.40,1.61,0.66,2,12.10,45.5,7,6,0.67,1.97,1.00,2.97
TE,9.20,0.53,6.20,1.48,0.39,0,0,45.5,32,5,0.80,0.92,1.36,2.28
TE,7.30,0.57,12.88,1.77,0.29,1,7.30,47.5,13,1,1.00,3.00,0.00,3.00
WR,1.90,0.80,8.08,2.30,0.22,0,0,47.5,13,2,0.50,3.00,1.75,4.75
WR,4.10,0.64,8.88,1.96,0.40,0,0,47.5,13,4,0.50,5.25,0.13,5.38
WR,8.30,0.70,6.40,2.06,0.43,0,0,47.5,14,4,1.00,2.44,0.25,2.69
TE,2.90,0.70,4.80,2.37,0.34,0,0,47.5,13,2,1.00,-0.50,2.75,2.25
WR,3.20,0.88,4.28,2.49,0.39,0,0,47.5,14,3,0.67,1.67,0.44,2.11
WR,13.50,0.55,9.56,1.82,0.36,1,7.60,47.5,13,6,0.67,2.50,0.25,2.75
WR,5.40,0.43,12.38,1.58,0.51,1,4.30,47.5,14,6,0.50,2.06,0.06,2.11
TE,8.90,0.74,7.72,2.15,0.17,0,0,47.5,14,9,0.56,0.70,0.06,0.77
WR,10.80,0.52,6.52,1.97,0.41,1,8.50,39,27,4,0.50,4.38,0.00,4.38
TE,2.20,0.53,11.42,1.70,0.24,0,0,39,19,2,0.50,9.50,0.50,10.00
WR,1.60,0.50,6.30,1,1,0,0,39,19,2,0.50,3.50,0.00,3.50
WR,8.00,0.65,7.80,1.87,0.26,1,3.10,39,19,10,0.40,0.85,0.07,0.92
TE,7.10,0.71,2.40,2.06,0.47,0,0,39,19,4,1.00,1.44,0.50,1.94
WR,9.50,0.75,15.88,2.18,0.24,0,0,39,19,8,0.63,1.64,0.06,1.70
WR,4.70,0.63,4.82,2.09,0.38,1,3.10,39,27,4,0.50,3.94,0.31,4.25
TE,10.00,0.79,4.24,2.15,0.31,1,3.70,39,19,7,0.57,1.27,0.45,1.71
TE,1.40,0.77,6.22,2.51,0.37,0,0,39,27,1,1.00,3.00,1.00,4.00
WR,27.74,0.57,14.90,1.84,0.38,2,11.60,39,27,15,0.60,0.67,0.15,0.82
WR,2.70,0.70,5.14,2.16,0.48,0,0,43,2,1,1.00,14.00,3.00,17.00
WR,2.20,0.55,6.94,2.10,0.54,0,0,43,2,5,0.20,1.80,0.32,2.12
WR,10.90,0.63,7.20,1.95,0.35,1,7.50,43,2,4,0.75,1.63,0.00,1.63
TE,13.20,0.77,4.86,2.28,0.35,2,10.90,43,2,3,1.00,2.89,1.78,4.67
WR,6.70,0.52,17.16,1.70,0.42,1,3.40,43,2,6,0.50,1.83,0.33,2.17
WR,2.20,0.88,2.76,2.60,0.34,0,0,43,2,2,0.50,7.50,0.00,7.50
