Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Curtis Samuel (13251699),Curtis Samuel,13251699,WR/FLEX,4200,LAR@CAR 09/08/2019 01:00PM ET,CAR,10.6
QB,Matt Barkley (13251356),Matt Barkley,13251356,QB,4200,BUF@NYJ 09/08/2019 01:00PM ET,BUF,17.08
RB,Jordan Howard (13251670),Jordan Howard,13251670,RB/FLEX,4200,WAS@PHI 09/08/2019 01:00PM ET,PHI,11.21
QB,Drew Stanton (13251277),Drew Stanton,13251277,QB,4100,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
RB,Carlos Hyde (13251384),Carlos Hyde,13251384,RB/FLEX,4100,KC@JAX 09/08/2019 01:00PM ET,KC,7.1
WR,Mecole Hardman (13251955),Mecole Hardman,13251955,WR/FLEX,4100,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Jamison Crowder (13251451),Jamison Crowder,13251451,WR/FLEX,4100,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,9.2
WR,Robert Foster (13251672),Robert Foster,13251672,WR/FLEX,4100,BUF@NYJ 09/08/2019 01:00PM ET,BUF,8.32
QB,Brandon Allen (13251469),Brandon Allen,13251469,QB,4000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
QB,Will Grier (13251684),Will Grier,13251684,QB,4000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
QB,Kyle Allen (13251719),Kyle Allen,13251719,QB,4000,LAR@CAR 09/08/2019 01:00PM ET,CAR,13.27
QB,John Wolford (13251796),John Wolford,13251796,QB,4000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
QB,Garrett Gilbert (13251365),Garrett Gilbert,13251365,QB,4000,TEN@CLE 09/08/2019 01:00PM ET,CLE,1.6
WR,Adam Humphries (13251453),Adam Humphries,13251453,WR/FLEX,4000,TEN@CLE 09/08/2019 01:00PM ET,TEN,11.79
QB,Logan Woodside (13251596),Logan Woodside,13251596,QB,4000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
QB,Matt Moore (13251274),Matt Moore,13251274,QB,4000,KC@JAX 09/08/2019 01:00PM ET,KC,0
QB,Alex McGough (13251742),Alex McGough,13251742,QB,4000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
QB,Gardner Minshew (13251849),Gardner Minshew,13251849,QB,4000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
QB,Chase Litton (13251854),Chase Litton,13251854,QB,4000,KC@JAX 09/08/2019 01:00PM ET,KC,0
QB,Kyle Shurmur (13251884),Kyle Shurmur,13251884,QB,4000,KC@JAX 09/08/2019 01:00PM ET,KC,0
QB,Robert Griffin III (13251325),Robert Griffin III,13251325,QB,4000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0.28
WR,Kenny Stills (13251380),Kenny Stills,13251380,WR/FLEX,4000,BAL@MIA 09/08/2019 01:00PM ET,MIA,9.36
WR,Willie Snead IV (13251429),Willie Snead IV,13251429,WR/FLEX,4000,BAL@MIA 09/08/2019 01:00PM ET,BAL,8.38
QB,Jake Rudock (13251513),Jake Rudock,13251513,QB,4000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
QB,Joe Callahan (13251517),Joe Callahan,13251517,QB,4000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
QB,Trace McSorley (13251793),Trace McSorley,13251793,QB,4000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
QB,Matt Simms (13251320),Matt Simms,13251320,QB,4000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
QB,Sean Mannion (13251411),Sean Mannion,13251411,QB,4000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0.01
QB,Kyle Sloter (13251544),Kyle Sloter,13251544,QB,4000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
QB,Danny Etling (13251595),Danny Etling,13251595,QB,4000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
RB,Ito Smith (13251771),Ito Smith,13251771,RB/FLEX,4000,ATL@MIN 09/08/2019 01:00PM ET,ATL,6.98
QB,Jake Browning (13251836),Jake Browning,13251836,QB,4000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
QB,Trevor Siemian (13251386),Trevor Siemian,13251386,QB,4000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
QB,Davis Webb (13251601),Davis Webb,13251601,QB,4000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
QB,Luke Falk (13251657),Luke Falk,13251657,QB,4000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
QB,Tyree Jackson (13251888),Tyree Jackson,13251888,QB,4000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0
QB,Alex Smith (13251279),Alex Smith,13251279,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,WAS,14.7
QB,Colt McCoy (13251294),Colt McCoy,13251294,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,WAS,10.06
QB,Cody Kessler (13251433),Cody Kessler,13251433,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,PHI,8.73
QB,Nate Sudfeld (13251561),Nate Sudfeld,13251561,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,PHI,2.34
QB,Clayton Thorson (13251749),Clayton Thorson,13251749,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
QB,Jalan McClendon (13251764),Jalan McClendon,13251764,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
WR,Albert Wilson (13251405),Albert Wilson,13251405,WR/FLEX,3900,BAL@MIA 09/08/2019 01:00PM ET,MIA,14.25
WR,DeVante Parker (13251459),DeVante Parker,13251459,WR/FLEX,3900,BAL@MIA 09/08/2019 01:00PM ET,MIA,5.81
WR,Paul Richardson Jr. (13251414),Paul Richardson Jr.,13251414,WR/FLEX,3900,WAS@PHI 09/08/2019 01:00PM ET,WAS,8.44
WR,Josh Doctson (13251436),Josh Doctson,13251436,WR/FLEX,3900,WAS@PHI 09/08/2019 01:00PM ET,WAS,7.28
WR,Nelson Agholor (13251532),Nelson Agholor,13251532,WR/FLEX,3900,WAS@PHI 09/08/2019 01:00PM ET,PHI,9.86
RB,Miles Sanders (13251961),Miles Sanders,13251961,RB/FLEX,3900,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
RB,Malcolm Brown (13251470),Malcolm Brown,13251470,RB/FLEX,3800,LAR@CAR 09/08/2019 01:00PM ET,LAR,3.28
DST,Ravens  (13251267),Ravens ,13251267,DST,3800,BAL@MIA 09/08/2019 01:00PM ET,BAL,8.06
WR,Marquise Brown (13251974),Marquise Brown,13251974,WR/FLEX,3800,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
RB,Alexander Mattison (13251967),Alexander Mattison,13251967,RB/FLEX,3800,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
RB,Frank Gore (13251269),Frank Gore,13251269,RB/FLEX,3800,BUF@NYJ 09/08/2019 01:00PM ET,BUF,7.54
WR,Quincy Enunwa (13251374),Quincy Enunwa,13251374,WR/FLEX,3800,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,7.99
TE,David Njoku (13251762),David Njoku,13251762,TE/FLEX,3700,TEN@CLE 09/08/2019 01:00PM ET,CLE,8.99
WR,Allen Hurns (13251376),Allen Hurns,13251376,WR/FLEX,3700,BAL@MIA 09/08/2019 01:00PM ET,MIA,3.76
WR,Zay Jones (13251638),Zay Jones,13251638,WR/FLEX,3700,BUF@NYJ 09/08/2019 01:00PM ET,BUF,10.32
RB,Adrian Peterson (13251286),Adrian Peterson,13251286,RB/FLEX,3700,WAS@PHI 09/08/2019 01:00PM ET,WAS,12.5
RB,Justice Hill (13251959),Justice Hill,13251959,RB/FLEX,3600,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
WR,Cole Beasley (13251338),Cole Beasley,13251338,WR/FLEX,3600,BUF@NYJ 09/08/2019 01:00PM ET,BUF,8.97
RB,Devin Singletary (13251947),Devin Singletary,13251947,RB/FLEX,3600,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0
DST,Eagles  (13251263),Eagles ,13251263,DST,3600,WAS@PHI 09/08/2019 01:00PM ET,PHI,5.94
TE,Jordan Reed (13251366),Jordan Reed,13251366,TE/FLEX,3600,WAS@PHI 09/08/2019 01:00PM ET,WAS,9.29
TE,Delanie Walker (13251280),Delanie Walker,13251280,TE/FLEX,3500,TEN@CLE 09/08/2019 01:00PM ET,TEN,9.2
WR,A.J. Brown (13251971),A.J. Brown,13251971,WR/FLEX,3500,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
RB,Chris Thompson (13251368),Chris Thompson,13251368,RB/FLEX,3500,WAS@PHI 09/08/2019 01:00PM ET,WAS,9.16
RB,Jordan Scarlett (13251876),Jordan Scarlett,13251876,RB/FLEX,3400,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
DST,Browns  (13251256),Browns ,13251256,DST,3400,TEN@CLE 09/08/2019 01:00PM ET,CLE,6.38
WR,Keelan Cole (13251680),Keelan Cole,13251680,WR/FLEX,3400,KC@JAX 09/08/2019 01:00PM ET,JAX,5.88
RB,Darrel Williams (13251715),Darrel Williams,13251715,RB/FLEX,3400,KC@JAX 09/08/2019 01:00PM ET,KC,2.88
WR,Trey Quinn (13251713),Trey Quinn,13251713,WR/FLEX,3400,WAS@PHI 09/08/2019 01:00PM ET,WAS,7.5
WR,JJ Arcega-Whiteside (13251921),JJ Arcega-Whiteside,13251921,WR/FLEX,3400,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
WR,Chris Hogan (13251421),Chris Hogan,13251421,WR/FLEX,3300,LAR@CAR 09/08/2019 01:00PM ET,CAR,6.32
WR,Josh Reynolds (13251720),Josh Reynolds,13251720,WR/FLEX,3300,LAR@CAR 09/08/2019 01:00PM ET,LAR,6.45
WR,Antonio Callaway (13251874),Antonio Callaway,13251874,WR/FLEX,3300,TEN@CLE 09/08/2019 01:00PM ET,CLE,8.33
RB,Alfred Blue (13251372),Alfred Blue,13251372,RB/FLEX,3300,KC@JAX 09/08/2019 01:00PM ET,JAX,5.95
WR,D.J. Chark Jr. (13251707),D.J. Chark Jr.,13251707,WR/FLEX,3300,KC@JAX 09/08/2019 01:00PM ET,JAX,2.76
DST,Vikings  (13251261),Vikings ,13251261,DST,3300,ATL@MIN 09/08/2019 01:00PM ET,MIN,7.75
TE,Kyle Rudolph (13251348),Kyle Rudolph,13251348,TE/FLEX,3300,ATL@MIN 09/08/2019 01:00PM ET,MIN,9.65
RB,Bilal Powell (13251316),Bilal Powell,13251316,RB/FLEX,3300,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,8.76
RB,T.J. Yeldon (13251520),T.J. Yeldon,13251520,RB/FLEX,3300,BUF@NYJ 09/08/2019 01:00PM ET,BUF,12.44
WR,Terry McLaurin (13251789),Terry McLaurin,13251789,WR/FLEX,3300,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
DST,Rams  (13251259),Rams ,13251259,DST,3200,LAR@CAR 09/08/2019 01:00PM ET,LAR,8.74
TE,Greg Olsen (13251282),Greg Olsen,13251282,TE/FLEX,3200,LAR@CAR 09/08/2019 01:00PM ET,CAR,8.9
WR,Jarius Wright (13251346),Jarius Wright,13251346,WR/FLEX,3200,LAR@CAR 09/08/2019 01:00PM ET,CAR,6.16
WR,Rashard Higgins (13251618),Rashard Higgins,13251618,WR/FLEX,3200,TEN@CLE 09/08/2019 01:00PM ET,CLE,9.17
WR,Demarcus Robinson (13251584),Demarcus Robinson,13251584,WR/FLEX,3200,KC@JAX 09/08/2019 01:00PM ET,KC,4.36
WR,Chris Moore (13251488),Chris Moore,13251488,WR/FLEX,3200,BAL@MIA 09/08/2019 01:00PM ET,BAL,2.72
TE,Austin Hooper (13251606),Austin Hooper,13251606,TE/FLEX,3200,ATL@MIN 09/08/2019 01:00PM ET,ATL,10.19
RB,Ty Montgomery (13251446),Ty Montgomery,13251446,RB/FLEX,3200,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,5.16
RB,Wendell Smallwood (13251591),Wendell Smallwood,13251591,RB/FLEX,3200,WAS@PHI 09/08/2019 01:00PM ET,WAS,7.18
RB,Corey Clement (13251622),Corey Clement,13251622,RB/FLEX,3200,WAS@PHI 09/08/2019 01:00PM ET,PHI,7.37
WR,Taywan Taylor (13251666),Taywan Taylor,13251666,WR/FLEX,3100,TEN@CLE 09/08/2019 01:00PM ET,CLE,7.05
WR,Chris Conley (13251431),Chris Conley,13251431,WR/FLEX,3100,KC@JAX 09/08/2019 01:00PM ET,JAX,5.19
RB,Kenneth Dixon (13251540),Kenneth Dixon,13251540,RB/FLEX,3100,BAL@MIA 09/08/2019 01:00PM ET,BAL,9.57
RB,Gus Edwards (13251610),Gus Edwards,13251610,RB/FLEX,3100,BAL@MIA 09/08/2019 01:00PM ET,BAL,8.42
DST,Jets  (13251262),Jets ,13251262,DST,3100,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,6.81
RB,Elijah McGuire (13251604),Elijah McGuire,13251604,RB/FLEX,3100,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,10.99
RB,Darren Sproles (13251272),Darren Sproles,13251272,RB/FLEX,3100,WAS@PHI 09/08/2019 01:00PM ET,PHI,9
RB,Josh Adams (13251915),Josh Adams,13251915,RB/FLEX,3100,WAS@PHI 09/08/2019 01:00PM ET,PHI,5.54
WR,Torrey Smith (13251310),Torrey Smith,13251310,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,4.54
WR,Aldrick Robinson (13251314),Aldrick Robinson,13251314,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,5.01
WR,DeAndrew White (13251407),DeAndrew White,13251407,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
WR,Rashad Ross (13251444),Rashad Ross,13251444,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
WR,JoJo Natson (13251542),JoJo Natson,13251542,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,-0.06
WR,Jaydon Mickens (13251557),Jaydon Mickens,13251557,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
RB,Cameron Artis-Payne (13251582),Cameron Artis-Payne,13251582,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,1.93
RB,Justin Davis (13251587),Justin Davis,13251587,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0.17
WR,Andre Levrone (13251632),Andre Levrone,13251632,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
WR,Jonathan Lloyd (13251689),Jonathan Lloyd,13251689,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
WR,Jalen Greene (13251724),Jalen Greene,13251724,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
WR,Austin Proehl (13251730),Austin Proehl,13251730,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
WR,Nsimba Webster (13251743),Nsimba Webster,13251743,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
RB,Reggie Bonnafon (13251750),Reggie Bonnafon,13251750,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
WR,Mike Thomas (13251773),Mike Thomas,13251773,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
WR,Ray-Ray McCloud III (13251852),Ray-Ray McCloud III,13251852,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0.8
WR,Terry Godwin (13251878),Terry Godwin,13251878,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
RB,John Kelly (13251882),John Kelly,13251882,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,1.73
WR,Damion Jeanpiere Jr. (13251901),Damion Jeanpiere Jr.,13251901,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
WR,Alex Bachman (13251911),Alex Bachman,13251911,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
RB,Matt Colburn (13251913),Matt Colburn,13251913,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
WR,Brandon Zylstra (13251949),Brandon Zylstra,13251949,WR/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0.21
RB,Elijah Holyfield (13251957),Elijah Holyfield,13251957,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
RB,Alex Armah (13251978),Alex Armah,13251978,RB/FLEX,3000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0.94
RB,David Fluellen (13251412),David Fluellen,13251412,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0.23
WR,Braxton Miller (13251440),Braxton Miller,13251440,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
WR,Tanner McEvoy (13251474),Tanner McEvoy,13251474,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,Darius Jennings (13251482),Darius Jennings,13251482,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,1.76
RB,Joe Kerridge (13251484),Joe Kerridge,13251484,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
RB,Akeem Hunt (13251486),Akeem Hunt,13251486,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,Kalif Raymond (13251538),Kalif Raymond,13251538,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,Cody Hollister (13251568),Cody Hollister,13251568,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,Tajae Sharpe (13251576),Tajae Sharpe,13251576,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,4.64
WR,Ishmael Hyman (13251608),Ishmael Hyman,13251608,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
WR,Derrick Willies (13251614),Derrick Willies,13251614,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,1.82
RB,Kareem Hunt (13251644),Kareem Hunt,13251644,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,21.47
RB,Dalyn Dawkins (13251651),Dalyn Dawkins,13251651,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,DeAngelo Yancey (13251653),DeAngelo Yancey,13251653,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,KhaDarel Hodge (13251676),KhaDarel Hodge,13251676,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0.22
RB,Dontrell Hilliard (13251701),Dontrell Hilliard,13251701,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,1.68
WR,Dorian Baker (13251777),Dorian Baker,13251777,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
RB,A.J. Ouellette (13251803),A.J. Ouellette,13251803,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
WR,Papi White (13251805),Papi White,13251805,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
RB,Jeremy McNichols (13251807),Jeremy McNichols,13251807,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0.4
RB,D'Ernest Johnson (13251818),D'Ernest Johnson,13251818,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
RB,Trayone Gray (13251820),Trayone Gray,13251820,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
WR,Damion Ratley (13251834),Damion Ratley,13251834,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,2.11
WR,Anthony Ratliff-Williams (13251841),Anthony Ratliff-Williams,13251841,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
RB,Alex Barnes (13251856),Alex Barnes,13251856,RB/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
WR,Damon Sheehy-Guiseppi (13251996),Damon Sheehy-Guiseppi,13251996,WR/FLEX,3000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
RB,Anthony Sherman (13251312),Anthony Sherman,13251312,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,1.32
WR,Terrelle Pryor Sr. (13251332),Terrelle Pryor Sr.,13251332,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,6.64
WR,Tre McBride (13251442),Tre McBride,13251442,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
RB,Tyler Ervin (13251465),Tyler Ervin,13251465,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0.72
RB,Thomas Rawls (13251480),Thomas Rawls,13251480,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,De'Anthony Thomas (13251495),De'Anthony Thomas,13251495,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,2.5
WR,Gehrig Dieter (13251522),Gehrig Dieter,13251522,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0.88
WR,C.J. Board (13251559),C.J. Board,13251559,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Rashard Davis (13251664),Rashard Davis,13251664,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
RB,Elijah Hood (13251728),Elijah Hood,13251728,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Tyre Brady (13251754),Tyre Brady,13251754,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Cody Thompson (13251769),Cody Thompson,13251769,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Jamal Custis (13251794),Jamal Custis,13251794,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
RB,Tremon Smith (13251826),Tremon Smith,13251826,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
RB,Devante Mays (13251850),Devante Mays,13251850,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
RB,Marcus Marshall (13251867),Marcus Marshall,13251867,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Quadree Henderson (13251880),Quadree Henderson,13251880,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Michael Walker (13251899),Michael Walker,13251899,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Felton Davis (13251909),Felton Davis,13251909,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
RB,Ryquell Armstead (13251919),Ryquell Armstead,13251919,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
WR,Byron Pringle (13251941),Byron Pringle,13251941,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Raphael Leonard (13251982),Raphael Leonard,13251982,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
RB,Darwin Thompson (13251986),Darwin Thompson,13251986,RB/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Jalen Tolliver (13251988),Jalen Tolliver,13251988,WR/FLEX,3000,KC@JAX 09/08/2019 01:00PM ET,KC,2.23
WR,Michael Floyd (13251330),Michael Floyd,13251330,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,2.15
WR,Brice Butler (13251336),Brice Butler,13251336,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,2.25
WR,Jakeem Grant (13251476),Jakeem Grant,13251476,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,7.23
RB,Kenneth Farrow (13251509),Kenneth Farrow,13251509,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
RB,Patrick Ricard (13251524),Patrick Ricard,13251524,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
WR,Ricardo Louis (13251547),Ricardo Louis,13251547,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
WR,Seth Roberts (13251578),Seth Roberts,13251578,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,7.13
WR,Reece Horn (13251580),Reece Horn,13251580,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
TE,Mark Andrews (13251687),Mark Andrews,13251687,TE/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,6.66
RB,Patrick Laird (13251781),Patrick Laird,13251781,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
TE,Mike Gesicki (13251791),Mike Gesicki,13251791,TE/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,2.58
WR,Isaiah Ford (13251797),Isaiah Ford,13251797,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
WR,Sean Modster (13251809),Sean Modster,13251809,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
RB,Myles Gaskin (13251837),Myles Gaskin,13251837,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
RB,Chandler Cox (13251843),Chandler Cox,13251843,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
RB,Mark Walton (13251859),Mark Walton,13251859,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0.89
WR,Preston Williams (13251863),Preston Williams,13251863,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
WR,Jaylen Smith (13251870),Jaylen Smith,13251870,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
WR,T.J. Rahming (13251885),T.J. Rahming,13251885,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
WR,Miles Boykin (13251917),Miles Boykin,13251917,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
WR,Trenton Irwin (13251923),Trenton Irwin,13251923,WR/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
RB,De'Lance Turner (13251929),De'Lance Turner,13251929,RB/FLEX,3000,BAL@MIA 09/08/2019 01:00PM ET,BAL,1.02
