pos,rank_full,rank_full_alt,rank_slim,standard_abs_rk,standard_value_rk,sim_abs_rk,sim_value_rk,exp_points_for,exp_points_ag,ou,spread,abs_spread,salary,points,points_per_salary
RB,41.5,50.33333333,48.5,43,15,54,54,25.25,22.25,47.5,3,3,4000,5.6,1.4
TE,31.5,25,3,3,51,3,69,29,25.5,54.5,3.5,3.5,7000,9.8,1.4
WR,111.25,146.6666667,161.5,152,5,171,117,23.75,13.25,37,10.5,10.5,3000,4.2,1.4
RB,23.5,6.333333333,1.5,2,75,1,16,25.5,24,49.5,1.5,1.5,7900,11.1,1.405063291
RB,52.25,45.66666667,66.5,72,72,61,4,17.75,22.75,40.5,-5,5,3700,5.2,1.405405405
RB,41.75,24.66666667,7.5,12,93,3,59,30.25,17.75,48,12.5,12.5,7400,10.4,1.405405405
RB,29.25,29,10.5,7,30,14,66,20.25,23.25,43.5,-3,3,5900,8.3,1.406779661
RB,62,49.33333333,57,67,100,47,34,23.5,22,45.5,1.5,1.5,6600,9.3,1.409090909
RB,51.75,47.33333333,43,51,65,35,56,19,20.5,39.5,-1.5,1.5,6300,8.9,1.412698413
RB,40.75,31.66666667,36.5,42,68,31,22,24.5,21.5,46,3,3,5800,8.2,1.413793103
TE,25.75,27,34.5,35,22,34,12,27,25.5,52.5,1.5,1.5,2900,4.1,1.413793103
WR,41.25,54,32.5,18,3,47,97,25,18,43,7,7,4100,5.8,1.414634146
WR,89.5,96.66666667,83.5,73,68,94,123,21.25,20.25,41.5,1,1,5300,7.5,1.41509434
WR,81,93.33333333,71,64,44,78,138,23,18,41,5,5,3600,5.1,1.416666667
WR,80.75,92.33333333,71.5,62,46,81,134,19.25,20.25,39.5,-1,1,3800,5.4,1.421052632
RB,59.25,64,82,86,45,78,28,31,14,45,17,17,4500,6.4,1.422222222
RB,65.5,79,59,47,25,71,119,26.25,16.75,43,9.5,9.5,5200,7.4,1.423076923
WR,87.25,72.33333333,79,93,132,65,59,18.75,32.75,51.5,-14,14,5400,7.7,1.425925926
WR,67.75,77,100,100,40,100,31,21.5,19,40.5,2.5,2.5,3500,5,1.428571429
RB,48,53.66666667,34,28,31,40,93,23.5,24.5,48,-1,1,6500,9.3,1.430769231
WR,135.75,121.6666667,178.5,183,178,174,8,29,18,47,11,11,3000,4.3,1.433333333
RB,57.75,53,24.5,22,72,27,110,24.25,22.75,47,1.5,1.5,6000,8.6,1.433333333
WR,101.25,106.3333333,81,68,86,94,157,20,24,44,-4,4,6200,8.9,1.435483871
WR,87.75,66.66666667,76,93,151,59,48,22.5,18.5,41,4,4,6400,9.2,1.4375
QB,22.98133117,19.18441558,14.38831169,22,43,14,36,27.5,24,51.5,3.5,3.5,6700,9.64,1.43880597
RB,77,77.33333333,110,117,76,103,12,21.5,23.5,45,-2,2,4300,6.2,1.441860465
WR,41.75,52.33333333,44,38,10,50,69,30.75,23.75,54.5,7,7,5200,7.5,1.442307692
WR,38.75,26,24,34,77,14,30,27.25,21.75,49,5.5,5.5,6300,9.1,1.444444444
WR,89.5,118,141.5,137,4,146,71,16.75,18.25,35,-1.5,1.5,3600,5.2,1.444444444
RB,34.5,28,5.5,3,54,8,73,25.75,18.75,44.5,7,7,9200,13.3,1.445652174
RB,64.25,55.66666667,53,57,90,49,61,24.5,14.5,39,10,10,5600,8.1,1.446428571
RB,56.25,36,37,48,117,26,34,24,22,46,2,2,6700,9.7,1.447761194
WR,97,105,130.5,127,73,134,54,28,18.5,46.5,9.5,9.5,4000,5.8,1.45
WR,71.25,73.33333333,16.5,7,65,26,187,21.5,23.5,45,-2,2,7100,10.3,1.450704225
WR,79.25,44,38.5,59,185,18,55,18.75,32.75,51.5,-14,14,7500,10.9,1.453333333
WR,82.75,108.6666667,73.5,40,5,107,179,23.25,27.75,51,-4.5,4.5,4600,6.7,1.456521739
RB,61.5,63.66666667,89.5,99,55,80,12,14.5,24.5,39,-10,10,3500,5.1,1.457142857
TE,42.5,34.66666667,45,56,66,34,14,24.25,22.75,47,1.5,1.5,3500,5.1,1.457142857
WR,118.25,133.3333333,161.5,159,73,164,77,19.75,23.25,43,-3.5,3.5,3500,5.1,1.457142857
RB,33.75,43.66666667,32.5,21,4,44,66,24.5,21.5,46,3,3,3700,5.4,1.459459459
RB,42,46,42.5,39,30,46,53,19.25,25.25,44.5,-6,6,3900,5.7,1.461538462
RB,95.5,91.33333333,107.5,113,108,102,59,29.5,12.5,42,17,17,5200,7.6,1.461538462
RB,90.25,90.33333333,121,122,90,120,29,15.5,21.5,37,-6,6,4100,6,1.463414634
WR,105.75,140.6666667,132,104,1,160,158,18.75,26.25,45,-7.5,7.5,3000,4.4,1.466666667
WR,87.25,63,76.5,96,160,57,36,24,16,40,8,8,6200,9.1,1.467741935
RB,37,48.66666667,44,32,2,56,58,25.5,19,44.5,6.5,6.5,4700,6.9,1.468085106
WR,85.25,99,77.5,70,44,85,142,15.5,22.5,38,-7,7,4700,6.9,1.468085106
WR,139,127.6666667,176.5,177,173,176,30,14.5,24.5,39,-10,10,3400,5,1.470588235
WR,123.75,111.3333333,151.5,161,161,142,31,22.75,20.25,43,2.5,2.5,3600,5.3,1.472222222
WR,65.75,51.33333333,4,3,109,5,146,23,28,51,-5,5,7400,10.9,1.472972973
WR,77,67,23.5,26,107,21,154,27.5,24,51.5,3.5,3.5,8000,11.8,1.475
WR,64.75,49,70.5,95,112,46,6,24,25.5,49.5,-1.5,1.5,4200,6.2,1.476190476
RB,66.75,72.33333333,52,39,50,65,113,22,23,45,-1,1,4600,6.8,1.47826087
RB,61,60.66666667,32,27,62,37,118,19.75,24.25,44,-4.5,4.5,5000,7.4,1.48
TE,21.25,25,34,34,10,34,7,21.75,19.25,41,2.5,2.5,2700,4,1.481481481
TE,56.5,71,69.5,60,13,79,74,27.75,23.25,51,4.5,4.5,2700,4,1.481481481
RB,27.25,31,20.5,20,16,21,52,30,23,53,7,7,5800,8.6,1.482758621
RB,59.5,39.33333333,56.5,79,120,34,5,24.25,17.25,41.5,7,7,6000,8.9,1.483333333
TE,35.5,40,39.5,36,22,43,41,20,26.5,46.5,-6.5,6.5,3100,4.6,1.483870968
WR,137,160,180,176,68,184,120,19.75,17.75,37.5,2,2,3300,4.9,1.484848485
RB,47,34,16,16,86,16,70,22.75,20.25,43,2.5,2.5,7200,10.7,1.486111111
WR,66,41,16.5,24,141,9,90,29,26,55,3,3,7400,11,1.486486486
WR,63.25,80,80,66,13,94,80,15,33.5,48.5,-18.5,18.5,3200,4.8,1.5
RB,52.5,50,30.5,30,60,31,89,16.75,20.25,37,-3.5,3.5,5200,7.8,1.5
TE,44.5,47,47,43,37,51,47,19.5,20.5,40,-1,1,3400,5.1,1.5
WR,108.5,119,150,150,77,150,57,26.75,23.25,50,3.5,3.5,3200,4.8,1.5
RB,86,79.33333333,116,115,106,117,6,15.75,26.25,42,-10.5,10.5,3800,5.7,1.5
WR,110.75,117.6666667,158.5,161,90,156,36,18,19,37,-1,1,3800,5.7,1.5
WR,71.75,51.66666667,15.5,17,132,14,124,19.75,22.75,42.5,-3,3,6700,10.1,1.507462687
RB,48,48.66666667,34,33,46,35,78,26.75,17.25,44,9.5,9.5,6100,9.2,1.508196721
WR,40.5,48,21,11,18,31,102,25,18,43,7,7,5300,8,1.509433962
WR,52,60.33333333,37.5,22,27,53,106,23.25,20.25,43.5,3,3,4500,6.8,1.511111111
WR,96.25,89.66666667,101,105,116,97,67,18.5,23,41.5,-4.5,4.5,4500,6.8,1.511111111
RB,80,91.66666667,112.5,112,45,113,50,26.75,20.25,47,6.5,6.5,3700,5.6,1.513513514
WR,44.75,48.33333333,14,4,34,24,117,30,23,53,7,7,7200,10.9,1.513888889
TE,28,36.33333333,38.5,37,3,40,32,22.75,24.25,47,-1.5,1.5,3100,4.7,1.516129032
RB,36.5,46.66666667,26.5,11,6,42,87,29.5,15.5,45,14,14,5600,8.5,1.517857143
QB,18.52777778,23.28395062,8.092592593,1,5,18,63,27,22,49,5,5,6600,10.02,1.518181818
RB,36.5,33.66666667,29,30,45,28,43,25,26,51,-1,1,5000,7.6,1.52
WR,96,90.66666667,78.5,83,112,74,115,23,18,41,5,5,5000,7.6,1.52
RB,81.75,78.33333333,94.5,99,92,90,46,17,21.5,38.5,-4.5,4.5,4200,6.4,1.523809524
QB,15.91225962,14.43890224,11.4921875,15,23,11,23,26,25,51,1,1,6600,10.06,1.524242424
QB,23.68421053,24,27.94736842,31,24,28,17,17.25,24.25,41.5,-7,7,4600,7.02,1.526086957
RB,86.25,81.33333333,118,118,101,118,8,23.25,18.75,42,4.5,4.5,3600,5.5,1.527777778
RB,71.75,69.66666667,94.5,99,78,90,20,24.5,23.5,48,1,1,3600,5.5,1.527777778
RB,60.5,59.66666667,39,40,63,38,101,18.75,32.75,51.5,-14,14,5100,7.8,1.529411765
WR,69,48.33333333,34,42,131,26,77,21.75,17.75,39.5,4,4,6600,10.1,1.53030303
WR,46.5,50,44,45,36,43,62,26,23,49,3,3,4900,7.5,1.530612245
TE,25.25,28,11.5,6,17,17,61,23.75,28.25,52,-4.5,4.5,5900,9.1,1.542372881
WR,83.25,76.66666667,26,22,103,30,178,25.75,22.25,48,3.5,3.5,7500,11.6,1.546666667
TE,51.75,58.33333333,66.5,64,32,69,42,16.5,27.5,44,-11,11,3100,4.8,1.548387097
WR,62,60.33333333,72,73,67,71,37,19.25,25.25,44.5,-6,6,4000,6.2,1.55
WR,83,109.6666667,73,36,3,110,183,17.75,19.75,37.5,-2,2,4900,7.6,1.551020408
RB,35.75,27,35.5,46,62,25,10,24.75,18.75,43.5,6,6,3800,5.9,1.552631579
TE,26.25,22.33333333,1,1,38,1,65,20.25,23.75,44,-3.5,3.5,5400,8.4,1.555555556
WR,66.25,29,22,35,178,9,43,26.75,22.75,49.5,4,4,7100,11.1,1.563380282
WR,121,119.3333333,170,172,126,168,18,22,23.5,45.5,-1.5,1.5,3900,6.1,1.564102564
QB,14.02582097,16.13930085,5.764036017,3,10,12,48,29.5,21.5,51,8,8,7000,10.96,1.565714286
WR,56.25,70.66666667,19.5,5,13,34,173,25.5,29,54.5,-3.5,3.5,6000,9.4,1.566666667
WR,85.25,110.3333333,80,54,10,106,171,23.75,28.25,52,-4.5,4.5,3000,4.7,1.566666667
WR,93.75,81.66666667,118.5,148,130,89,8,27.25,21.25,48.5,6,6,3700,5.8,1.567567568
WR,86.75,61.66666667,37,41,162,33,111,16.75,26.25,43,-9.5,9.5,6500,10.2,1.569230769
QB,14.1,17.40740741,7.311111111,2,4,12,36,21.75,25.25,47,-3.5,3.5,6000,9.42,1.57
WR,99,113.6666667,100.5,85,55,116,140,25.25,18.25,43.5,7,7,5600,8.8,1.571428571
WR,99.75,108,114,111,75,117,96,23.25,27.75,51,-4.5,4.5,3500,5.5,1.571428571
WR,64,77.33333333,28.5,17,24,40,175,21.75,17.75,39.5,4,4,6100,9.6,1.573770492
WR,104,138.3333333,132.5,101,1,164,150,15.5,21.5,37,-6,6,4000,6.3,1.575
WR,102.25,119.3333333,169,174,51,164,20,17.25,27.75,45,-10.5,10.5,4000,6.3,1.575
RB,57,66.33333333,49,46,29,52,101,29,25.5,54.5,3.5,3.5,5700,9,1.578947368
TE,15.5,17.66666667,13.5,12,9,15,26,17.75,22.75,40.5,-5,5,5000,7.9,1.58
RB,84.5,82.66666667,122,126,90,118,4,17.75,30.25,48,-12.5,12.5,4100,6.5,1.585365854
RB,95,99.66666667,107.5,102,81,113,84,20.25,16.75,37,3.5,3.5,4100,6.5,1.585365854
WR,76.5,98,90.5,79,12,102,113,31,14,45,17,17,4100,6.5,1.585365854
TE,40,41.33333333,56.5,60,36,53,11,20.25,23.25,43.5,-3,3,3400,5.4,1.588235294
WR,104.5,103.3333333,106,103,108,109,98,26,19,45,7,7,4400,7,1.590909091
RB,71.5,59.66666667,83.5,92,107,75,12,17.5,29,46.5,-11.5,11.5,4900,7.8,1.591836735
TE,52,48.33333333,62.5,64,63,61,20,17.5,30.5,48,-13,13,3200,5.1,1.59375
RB,58,38.33333333,29.5,37,117,22,56,23.75,20.25,44,3.5,3.5,8400,13.4,1.595238095
RB,58,33.33333333,48.5,66,132,31,3,25.5,22.5,48,3,3,6500,10.4,1.6
RB,56.75,35,51,77,122,25,3,19.5,22.5,42,-3,3,5000,8,1.6
TE,55.5,50.66666667,72,73,70,71,8,27.25,16.75,44,10.5,10.5,2500,4,1.6
WR,119.75,112.3333333,128,129,142,127,81,19.5,22,41.5,-2.5,2.5,4500,7.2,1.6
RB,71,68.66666667,91,98,78,84,24,23.25,27.75,51,-4.5,4.5,4000,6.4,1.6
WR,59,51.33333333,4,5,82,3,146,23,26,49,-3,3,8100,13,1.604938272
WR,68.25,55,4,3,108,5,157,28.25,22.75,51,5.5,5.5,7600,12.2,1.605263158
WR,47.25,61.66666667,41,26,4,56,103,24.75,18.75,43.5,6,6,3300,5.3,1.606060606
RB,59.25,41.33333333,37,46,113,28,50,19.5,22,41.5,-2.5,2.5,7900,12.7,1.607594937
WR,95.25,88.66666667,72,69,115,75,122,19.75,24.75,44.5,-5,5,5900,9.5,1.610169492
RB,73,83.66666667,110.5,112,41,109,30,16,28,44,-12,12,3600,5.8,1.611111111
TE,19.25,11,16,25,44,7,1,19.5,29,48.5,-9.5,9.5,3900,6.3,1.615384615
WR,114.75,126.3333333,172,170,80,174,35,17.5,29,46.5,-11.5,11.5,3900,6.3,1.615384615
RB,35.25,32.66666667,24.5,25,43,24,49,29.5,16.5,46,13,13,6000,9.7,1.616666667
RB,61.5,58.33333333,53.5,57,71,50,68,22.25,18.75,41,3.5,3.5,4700,7.6,1.617021277
RB,55.75,47,26.5,30,82,23,88,20.25,26.75,47,-6.5,6.5,7600,12.3,1.618421053
WR,66.25,35.66666667,40,64,158,16,27,15.25,28.75,44,-13.5,13.5,6300,10.2,1.619047619
QB,42.98780488,36.89786585,49.97332317,53,57,40,10,20.5,19.5,40,1,1,6200,10.04,1.619354839
WR,92.5,68.66666667,101,142,164,60,4,26.25,18.75,45,7.5,7.5,5000,8.1,1.62
TE,32.25,32.66666667,42.5,41,31,44,13,17.25,19.75,37,-2.5,2.5,2900,4.7,1.620689655
TE,28.5,36.33333333,19,13,5,25,71,19.75,24.75,44.5,-5,5,2900,4.7,1.620689655
TE,48.25,59.66666667,60.5,54,14,67,58,18.75,25.25,44,-6.5,6.5,2900,4.7,1.620689655
RB,40.5,49,48.5,46,15,51,50,21.25,24.75,46,-3.5,3.5,3700,6,1.621621622
RB,52.25,58,52,45,35,59,70,26,25,51,1,1,4000,6.5,1.625
WR,81.5,75.33333333,40.5,31,100,50,145,20.25,23.25,43.5,-3,3,6700,10.9,1.626865672
WR,57.75,44.33333333,62.5,80,98,45,8,21.75,27.25,49,-5.5,5.5,5100,8.3,1.62745098
WR,112,97.66666667,132.5,146,155,119,28,22.75,19.75,42.5,3,3,5100,8.3,1.62745098
WR,44.5,25,4.5,6,103,3,66,23,26,49,-3,3,7800,12.7,1.628205128
QB,38.54907407,41.45061728,31.08796296,22,24,28,50,18,30.5,48.5,-12.5,12.5,6200,10.1,1.629032258
TE,30.25,29.33333333,40,40,33,40,8,18,25,43,-7,7,2700,4.4,1.62962963
RB,50.5,54.33333333,48,43,39,53,67,26.75,21.25,48,5.5,5.5,4600,7.5,1.630434783
RB,47.25,22.33333333,33,62,122,4,1,28,16,44,12,12,9500,15.5,1.631578947
RB,58.5,60,39.5,35,54,44,101,21.75,24.75,46.5,-3,3,6000,9.8,1.633333333
RB,64,52.66666667,71.5,82,98,61,15,20.5,24.5,45,-4,4,4100,6.7,1.634146341
WR,115.25,96.33333333,126,137,172,115,37,19.25,22.75,42,-3.5,3.5,5200,8.5,1.634615385
QB,,,,41,13,57,48,18.25,23.75,42,-5.5,5.5,4800,7.86,1.6375
QB,48.75273973,59.68888889,60.09771689,41,13,57,48,18.25,23.75,42,-5.5,5.5,4800,7.86,1.6375
RB,37.75,11,4,7,118,1,25,24.5,14,38.5,10.5,10.5,10500,17.2,1.638095238
TE,46.75,40,57,62,67,52,6,29,17.5,46.5,11.5,11.5,3900,6.4,1.641025641
RB,52.75,35.33333333,22.5,31,105,14,61,25.75,20.25,46,5.5,5.5,9500,15.6,1.642105263
WR,69.5,72.33333333,22.5,13,61,32,172,23.25,21.75,45,1.5,1.5,7300,12,1.643835616
WR,57,42.33333333,62.5,91,101,34,2,21.5,18.5,40,3,3,4500,7.4,1.644444444
TE,26.5,31.66666667,35.5,32,11,39,24,26.5,21,47.5,5.5,5.5,3100,5.1,1.64516129
WR,56,64,49,40,32,58,94,17.25,19.75,37,-2.5,2.5,5100,8.4,1.647058824
TE,30.75,18.33333333,18.5,28,68,9,18,23.75,18.25,42,5.5,5.5,3400,5.6,1.647058824
TE,14.5,10,6,7,28,5,18,25.5,22.5,48,3,3,5700,9.4,1.649122807
WR,102.75,123.3333333,104.5,78,41,131,161,19.75,20.75,40.5,-1,1,4000,6.6,1.65
WR,135,116.3333333,172.5,186,191,159,4,16.75,27.25,44,-10.5,10.5,4000,6.6,1.65
RB,90.25,83,121,122,112,120,7,18.25,24.75,43,-6.5,6.5,4000,6.6,1.65
RB,73.25,66.33333333,88.5,94,94,83,22,16.75,26.25,43,-9.5,9.5,4000,6.6,1.65
TE,17.75,18.33333333,16.5,16,16,17,22,21.75,25.25,47,-3.5,3.5,4300,7.1,1.651162791
RB,51,34,38.5,54,102,23,25,26,19,45,7,7,6600,10.9,1.651515152
RB,44.75,54.33333333,64.5,62,16,67,34,21.5,24.5,46,-3,3,4600,7.6,1.652173913
TE,55.25,66,73.5,70,23,77,51,17.25,24.25,41.5,-7,7,3500,5.8,1.657142857
WR,118.25,99.66666667,142.5,166,174,119,14,24.25,17.25,41.5,7,7,4700,7.8,1.659574468
WR,103,135.6666667,158,146,5,170,91,20,30,50,-10,10,5000,8.3,1.66
TE,20.5,14.66666667,3.5,4,38,3,37,26.25,22.75,49,3.5,3.5,7100,11.8,1.661971831
QB,22.02380952,23.41269841,27.38095238,23,15,23,13,19.25,19.25,38.5,0,0,5000,8.32,1.664
RB,48.75,51.66666667,62,64,40,60,31,26,23,49,3,3,4200,7,1.666666667
WR,87,113.6666667,84.5,55,7,114,172,30.5,17.5,48,13,13,3300,5.5,1.666666667
WR,129.75,134,168,170,117,166,66,18.75,25.25,44,-6.5,6.5,3300,5.5,1.666666667
RB,34.5,25,20,24,63,16,35,21.5,25.5,47,-4,4,6400,10.7,1.671875
WR,57,58.33333333,48,48,53,48,79,19.25,24.25,43.5,-5,5,5800,9.7,1.672413793
WR,106,84.33333333,107.5,124,171,91,38,23,26,49,-3,3,4300,7.2,1.674418605
QB,14.0625,11.19791667,7.03125,15,29,3,25,27.5,18,45.5,9.5,9.5,7200,12.06,1.675
WR,104.5,119.6666667,126.5,113,59,140,106,30.5,18,48.5,12.5,12.5,3700,6.2,1.675675676
WR,41.5,46,13,4,28,22,112,28.25,23.75,52,4.5,4.5,6800,11.4,1.676470588
RB,47,22,16.5,26,122,7,33,19.75,22.75,42.5,-3,3,5900,9.9,1.677966102
RB,47,55,57.5,55,23,60,50,23.75,22.75,46.5,1,1,4400,7.4,1.681818182
QB,11.04151348,13.21977124,4.506740196,2,5,8,34,25.5,24,49.5,1.5,1.5,6200,10.44,1.683870968
TE,22.75,22.33333333,21,20,24,22,25,20.5,23.5,44,-3,3,3800,6.4,1.684210526
WR,106.5,125.6666667,162.5,163,49,162,52,24,27.5,51.5,-3.5,3.5,3200,5.4,1.6875
WR,58.5,74.33333333,28,19,11,37,167,18.75,23.25,42,-4.5,4.5,6400,10.8,1.6875
QB,17.17354911,19.234375,4.579613095,4,12,6,53,24,22,46,2,2,6800,11.5,1.691176471
RB,87.5,101,113,110,47,116,77,22,25,47,-3,3,3900,6.6,1.692307692
WR,70.75,86.66666667,61,43,23,79,138,16.5,23.5,40,-7,7,4900,8.3,1.693877551
WR,86,76.66666667,45,43,114,47,140,19.75,24.25,44,-4.5,4.5,5600,9.5,1.696428571
RB,50.75,34,15.5,18,101,13,71,19.75,22.75,42.5,-3,3,8000,13.6,1.7
WR,68.25,47.66666667,44,56,130,32,55,23,18.5,41.5,4.5,4.5,6000,10.2,1.7
TE,18.5,14,1.5,1,32,2,39,27,17,44,10,10,6100,10.4,1.704918033
QB,16.67938931,17.32315522,7.72519084,6,21,16,52,32.75,18.75,51.5,14,14,6700,11.48,1.713432836
QB,29.0521978,37.12225275,29.0521978,18,5,42,55,22.75,20.25,43,2.5,2.5,6100,10.46,1.714754098
WR,73.5,89,46.5,26,27,67,174,24.25,19.75,44,4.5,4.5,6000,10.3,1.716666667
WR,91.5,95,105.5,100,81,111,74,19.75,16.75,36.5,3,3,5300,9.1,1.716981132
TE,52.25,58.33333333,66,66,34,66,43,16.75,18.25,35,-1.5,1.5,3200,5.5,1.71875
WR,42.25,55.66666667,30.5,15,2,46,106,24.75,18.75,43.5,6,6,5500,9.5,1.727272727
WR,89.5,63,62.5,76,169,49,64,22.25,25.75,48,-3.5,3.5,7000,12.1,1.728571429
RB,43.5,34,18,18,72,18,66,18.75,22.25,41,-3.5,3.5,5900,10.2,1.728813559
WR,123.75,101.6666667,152,185,190,119,1,25.5,22.5,48,3,3,4800,8.3,1.729166667
WR,40,29.66666667,8,8,71,8,73,20,23,43,-3,3,6300,10.9,1.73015873
RB,64.75,65,62,60,64,64,71,14.5,24.5,39,-10,10,4100,7.1,1.731707317
WR,52.5,37,41.5,56,99,27,28,21.75,27.25,49,-5.5,5.5,5600,9.7,1.732142857
WR,117.75,140.3333333,184,182,50,186,53,16.5,27.5,44,-11,11,3000,5.2,1.733333333
RB,40.75,49.33333333,42.5,36,15,49,63,24.75,23.25,48,1.5,1.5,3400,5.9,1.735294118
WR,83.25,98.66666667,93,96,37,90,110,26.25,16.75,43,9.5,9.5,4200,7.3,1.738095238
RB,70.25,69.33333333,91,100,73,82,26,24.75,21.75,46.5,3,3,4200,7.3,1.738095238
WR,46.75,24.66666667,20,29,113,11,34,25,19.5,44.5,5.5,5.5,8100,14.1,1.740740741
WR,62.75,59.33333333,9.5,7,73,12,159,23.5,24.5,48,-1,1,8500,14.8,1.741176471
RB,63,51,31,34,99,28,91,23.75,28.25,52,-4.5,4.5,5800,10.1,1.74137931
WR,67.5,77,85.5,81,39,90,60,20.25,23.25,43.5,-3,3,3100,5.4,1.741935484
WR,106.25,138,145.5,131,11,160,123,17.25,25.25,42.5,-8,8,3200,5.6,1.75
WR,129.75,145.3333333,141,129,83,153,154,22.75,26.25,49,-3.5,3.5,4000,7,1.75
WR,71.5,52,36,41,130,31,84,22.5,19.5,42,3,3,6100,10.7,1.754098361
RB,46.5,58.66666667,57,51,10,63,62,23,26,49,-3,3,4500,7.9,1.755555556
QB,21.63492063,23.07724868,25.96190476,23,16,25,16,21,18.5,39.5,2.5,2.5,4900,8.62,1.759183673
WR,33.75,30.66666667,3.5,3,43,4,85,20,23,43,-3,3,7100,12.5,1.76056338
WR,113,124,103.5,81,80,126,165,20.25,19.25,39.5,1,1,5900,10.4,1.762711864
QB,19.89572704,15.42304422,11.10459184,17,36,7,26,24.5,22,46.5,2.5,2.5,6400,11.3,1.765625
RB,87.5,109,109,97,23,121,109,28.25,23.75,52,4.5,4.5,4700,8.3,1.765957447
WR,114.5,123,155.5,151,89,160,58,18.5,25,43.5,-6.5,6.5,3000,5.3,1.766666667
WR,84.25,74,48,52,115,44,126,19.75,17.75,37.5,2,2,5600,9.9,1.767857143
TE,45,38.66666667,54.5,66,64,43,7,18,29,47,-11,11,2600,4.6,1.769230769
RB,43.25,51,57,56,20,58,39,25.25,19.25,44.5,6,6,4000,7.1,1.775
TE,34.75,22.33333333,20,25,72,15,27,18.75,22.25,41,-3.5,3.5,4900,8.7,1.775510204
WR,107.5,116,92.5,79,82,106,163,17.25,23.25,40.5,-6,6,4900,8.7,1.775510204
WR,87.75,86.33333333,58,51,92,65,143,20.25,16.75,37,3.5,3.5,6700,11.9,1.776119403
RB,71.25,53.66666667,80,110,124,50,1,24.5,20.5,45,4,4,5400,9.6,1.777777778
WR,73.25,76.33333333,64.5,63,64,66,100,20.25,23.75,44,-3.5,3.5,4600,8.2,1.782608696
WR,77.25,79.66666667,36,26,70,46,167,24.75,18.25,43,6.5,6.5,6500,11.6,1.784615385
RB,45.5,38.66666667,48,53,66,43,20,27,17,44,10,10,4200,7.5,1.785714286
WR,36.75,27,8.5,10,66,7,64,25.5,21.5,47,4,4,7500,13.4,1.786666667
WR,52.25,37.66666667,53.5,70,96,37,6,28.75,13.75,42.5,15,15,6100,10.9,1.786885246
TE,33,30,43.5,44,42,43,3,27.25,20.25,47.5,7,7,3300,5.9,1.787878788
RB,35,26.66666667,33,41,60,25,14,18.5,21,39.5,-2.5,2.5,3800,6.8,1.789473684
RB,73.5,66.66666667,97,113,94,81,6,24.5,20.5,45,4,4,3800,6.8,1.789473684
WR,83.75,69,53.5,60,128,47,100,17.25,26.75,44,-9.5,9.5,5700,10.2,1.789473684
QB,33.91502347,40.95399061,40.95399061,29,10,35,32,17.75,22.75,40.5,-5,5,5000,8.96,1.792
RB,60.25,50,31.5,31,91,32,87,15.25,24.75,40,-9.5,9.5,5300,9.5,1.79245283
RB,48.75,44,13,8,63,18,106,21.5,17.5,39,4,4,7300,13.1,1.794520548
WR,101,85.33333333,94.5,106,148,83,67,18.25,22.25,40.5,-4,4,4900,8.8,1.795918367
QB,43.62183544,42.85654008,63.71083861,57,40,54,1,19.75,16.75,36.5,3,3,5100,9.16,1.796078431
RB,26.25,18,15.5,21,51,10,23,25,19.5,44.5,5.5,5.5,6400,11.5,1.796875
WR,83.5,108.3333333,74.5,56,9,93,176,26.75,24.25,51,2.5,2.5,3000,5.4,1.8
RB,75.5,97,91.5,80,11,103,108,18,19,37,-1,1,4000,7.2,1.8
QB,33.46518987,36.81170886,35.13844937,35,21,28,36,19.75,25.25,45,-5.5,5.5,5600,10.1,1.803571429
RB,71.5,80.66666667,111.5,116,44,107,19,19.5,27,46.5,-7.5,7.5,4600,8.3,1.804347826
RB,50.75,55.66666667,53,49,36,57,61,23.75,16.75,40.5,7,7,3100,5.6,1.806451613
RB,92.75,105,118.5,114,56,123,78,23.75,18.25,42,5.5,5.5,4200,7.6,1.80952381
WR,71.5,73.66666667,16,9,65,23,189,28.25,22.75,51,5.5,5.5,7400,13.4,1.810810811
WR,69.75,56.66666667,7,7,109,7,156,24.75,21.75,46.5,3,3,7200,13.1,1.819444444
QB,16.54517045,21.78787879,7.761931818,1,1,18,61,27.5,14,41.5,13.5,13.5,6800,12.4,1.823529412
TE,18,13,1,1,33,1,37,24.25,20.25,44.5,4,4,5700,10.4,1.824561404
WR,77,64.66666667,96.5,112,114,81,1,23.75,28.25,52,-4.5,4.5,4200,7.7,1.833333333
RB,42.25,52,42.5,33,13,52,71,27,23,50,4,4,4200,7.7,1.833333333
TE,45.5,46.66666667,61.5,64,42,59,17,26.75,23.75,50.5,3,3,3000,5.5,1.833333333
WR,85.75,82,55,51,97,59,136,29,26,55,3,3,5400,9.9,1.833333333
RB,53.25,56.66666667,57,58,43,56,56,22.75,28.25,51,-5.5,5.5,5500,10.1,1.836363636
WR,86.25,91,55.5,42,72,69,162,23,26,49,-3,3,5500,10.1,1.836363636
RB,46.5,51,44,38,33,50,65,19.5,29,48.5,-9.5,9.5,4300,7.9,1.837209302
RB,53,58.66666667,32.5,26,36,39,111,17,21.5,38.5,-4.5,4.5,5000,9.2,1.84
WR,72.25,70.66666667,28,24,77,32,156,26.25,18.75,45,7.5,7.5,6300,11.6,1.841269841
WR,53.75,44,52,61,83,43,28,21,18.5,39.5,2.5,2.5,3800,7,1.842105263
RB,57.75,49,35,41,84,29,77,26.75,20.25,47,6.5,6.5,7000,12.9,1.842857143
