pos,rank_full,rank_full_alt,rank_slim,standard_abs_rk,standard_value_rk,sim_abs_rk,sim_value_rk,exp_points_for,exp_points_ag,ou,spread,abs_spread,salary,points,points_per_salary
QB,22.05882353,19.70588235,27.35294118,35,33,27,5,25.5,19,44.5,6.5,6.5,6200,12.38,1.996774194
RB,43.25,39.66666667,31.5,30,54,33,56,25.5,19,44.5,6.5,6.5,5400,10.8,2
WR,64,43.66666667,44.5,67,125,22,42,22.5,23.5,46,-1,1,6400,12.8,2
WR,91,115,99,80,19,118,147,22.5,23.5,46,-1,1,3300,6.6,2
WR,75.75,65.66666667,64,76,106,52,69,19.25,20.25,39.5,-1,1,5200,10.4,2
TE,39,38,28,24,42,32,58,23.25,19.75,43,3.5,3.5,3500,7,2
WR,87.5,61.66666667,39,46,165,32,107,21.5,17.5,39,4,4,6600,13.2,2
TE,34.75,40.66666667,42,39,17,45,38,21.25,27.25,48.5,-6,6,3500,7,2
TE,29,36,19.5,14,8,25,69,27,19.5,46.5,7.5,7.5,2900,5.8,2
WR,74.5,93.66666667,65,48,17,82,151,20.5,24.5,45,-4,4,4000,8,2
WR,92.75,118,142,134,17,150,70,19.75,25.25,45,-5.5,5.5,3600,7.2,2
QB,27.98564189,36.12331081,15.48141892,3,3,23,65,18.5,25,43.5,-6.5,6.5,5600,11.2,2
WR,67,73,26.5,19,49,34,166,28,16,44,12,12,7600,15.2,2
TE,25.5,30.66666667,16.5,11,10,22,59,24.25,24.25,48.5,0,0,3000,6,2
WR,81.75,101.3333333,105,97,23,113,94,31,14,45,17,17,3000,6,2
QB,46.02052239,52.33706468,50.7579291,35,20,40,41,16.75,19.75,36.5,-3,3,5300,10.62,2.003773585
WR,57,54.66666667,18.5,20,64,17,127,22.75,19.25,42,3.5,3.5,6600,13.3,2.015151515
RB,39.5,27.33333333,30.5,38,76,23,21,18,25,43,-7,7,6300,12.7,2.015873016
WR,93,66.66666667,83,108,172,58,34,16.75,26.25,43,-9.5,9.5,5900,11.9,2.016949153
RB,39.75,29.33333333,37.5,48,71,27,13,20.25,24.25,44.5,-4,4,5600,11.3,2.017857143
RB,61.25,62.33333333,46,44,58,48,95,23.75,26.75,50.5,-3,3,5100,10.3,2.019607843
WR,73,83,34,14,43,54,181,26.25,16.75,43,9.5,9.5,4900,9.9,2.020408163
TE,32.5,22.33333333,19,23,63,15,29,26.25,18.75,45,7.5,7.5,4700,9.5,2.021276596
WR,71.25,60.33333333,90,104,104,76,1,23.5,20.5,44,3,3,4500,9.1,2.022222222
RB,27,32.33333333,21.5,18,11,25,54,17.5,27,44.5,-9.5,9.5,4100,8.3,2.024390244
WR,38.75,33,7,7,56,7,85,27,23,50,4,4,7800,15.8,2.025641026
WR,57,66,57.5,51,30,64,83,20.25,24.25,44.5,-4,4,3800,7.7,2.026315789
TE,14.25,6,7,10,39,4,4,24.75,23.25,48,1.5,1.5,3800,7.7,2.026315789
QB,22.86997768,24.87611607,20.06138393,23,21,27,43,28,16,44,12,12,6700,13.58,2.026865672
WR,61.25,75,76,68,20,84,73,12,34.5,46.5,-22.5,22.5,3500,7.1,2.028571429
TE,16,13.66666667,3.5,3,23,4,34,25,26,51,-1,1,6600,13.4,2.03030303
RB,34,19.66666667,26.5,38,77,15,6,22.75,26.25,49,-3.5,3.5,6100,12.4,2.032786885
RB,44,56.33333333,28,8,7,48,113,28,18.5,46.5,9.5,9.5,6100,12.4,2.032786885
WR,120.25,150.6666667,169,164,29,174,114,24.25,17.25,41.5,7,7,3000,6.1,2.033333333
WR,66.25,75.33333333,40.5,33,39,48,145,17.75,21.75,39.5,-4,4,6000,12.2,2.033333333
QB,11.11666667,10.31111111,3.866666667,6,14,2,24,23.5,20.5,44,3,3,7100,14.44,2.033802817
QB,46.78424658,37.34531963,54.78681507,55,61,34,2,18.25,24.75,43,-6.5,6.5,5200,10.58,2.034615385
WR,49,34,22.5,27,94,18,57,25.5,24,49.5,1.5,1.5,5700,11.6,2.035087719
WR,69,73,57,48,57,66,105,18.75,25.75,44.5,-7,7,5000,10.2,2.04
TE,56,53.33333333,76,78,64,74,8,25.25,19.75,45,5.5,5.5,2500,5.1,2.04
RB,36,36.33333333,27,25,35,29,55,12,34.5,46.5,-22.5,22.5,4500,9.2,2.044444444
RB,31.25,36,17,8,17,26,74,23.5,20.5,44,3,3,6300,12.9,2.047619048
RB,76.25,76.66666667,103,106,75,100,24,23,18.5,41.5,4.5,4.5,4200,8.6,2.047619048
WR,68.75,82.66666667,28.5,17,27,40,191,15.5,22.5,38,-7,7,6200,12.7,2.048387097
TE,25.75,33,12.5,5,4,20,74,23.25,21.75,45,1.5,1.5,3800,7.8,2.052631579
WR,42.75,51.33333333,35,30,17,40,84,23.75,22.75,46.5,1,1,5500,11.3,2.054545455
RB,32.25,21.66666667,6,5,64,7,53,25.25,21.75,47,3.5,3.5,8300,17.1,2.060240964
QB,35.6322601,30.86616162,40.85227273,51,55,39,12,24.75,18.25,43,6.5,6.5,6300,12.98,2.06031746
WR,39.75,44,33.5,33,27,34,65,23,26,49,-3,3,4900,10.1,2.06122449
WR,68.75,62.66666667,78.5,85,87,72,31,25,19.5,44.5,5.5,5.5,3200,6.6,2.0625
QB,19.796875,22.37361111,18.47708333,21,16,28,40,30,20,50,10,10,6100,12.6,2.06557377
QB,23.93617021,27.44680851,37.34042553,39,14,39,8,12,34.5,46.5,-22.5,22.5,4500,9.3,2.066666667
WR,72.5,92.33333333,65,47,13,83,147,27.75,17.25,45,10.5,10.5,4400,9.1,2.068181818
WR,86.5,103.6666667,91,83,35,99,129,19.5,27,46.5,-7.5,7.5,4200,8.7,2.071428571
TE,52.25,59.33333333,75,72,31,78,28,14,24.5,38.5,-10.5,10.5,2700,5.6,2.074074074
TE,13.25,8.333333333,7,8,28,6,11,21.5,23,44.5,-1.5,1.5,5200,10.8,2.076923077
WR,94.25,112.6666667,115.5,106,39,125,107,23.75,19.25,43,4.5,4.5,3800,7.9,2.078947368
WR,81,93.66666667,104.5,105,43,104,72,24.5,22.5,47,2,2,3800,7.9,2.078947368
RB,83,79.66666667,109,108,93,110,21,18.5,22.5,41,-4,4,3800,7.9,2.078947368
QB,53.72,46.15940741,59.68888889,57,64,43,16,18.75,22.25,41,-3.5,3.5,5300,11.04,2.083018868
WR,47,46,23,20,50,26,92,24.5,21.5,46,3,3,4800,10,2.083333333
QB,27.68077762,29.17466085,28.47165698,33,22,21,29,21.5,29.5,51,-8,8,6100,12.72,2.085245902
WR,54.5,49.66666667,34.5,34,69,35,80,25,19.5,44.5,5.5,5.5,5600,11.7,2.089285714
TE,15.25,12,2,2,25,2,32,25.5,19,44.5,6.5,6.5,5600,11.7,2.089285714
RB,88.25,81,104,112,110,96,35,18.25,23.75,42,-5.5,5.5,5500,11.5,2.090909091
QB,19.59541063,20.81320451,13.28502415,10,12,10,27,17.25,24.25,41.5,-7,7,5600,11.72,2.092857143
RB,22.75,17.66666667,13,14,38,12,27,26,23,49,3,3,7200,15.1,2.097222222
WR,81.5,46.33333333,55,85,187,25,29,15.5,22.5,38,-7,7,7000,14.7,2.1
WR,99.75,120.6666667,112,98,37,126,138,16,28,44,-12,12,4000,8.4,2.1
WR,127,137.3333333,141,128,96,154,130,26.5,17,43.5,9.5,9.5,4000,8.4,2.1
WR,52.25,39,13.5,13,92,14,90,20.25,23.25,43.5,-3,3,6800,14.3,2.102941176
QB,51.50162338,48.83116883,65.23538961,59,52,55,14,19.25,30.25,49.5,-11,11,5500,11.58,2.105454545
WR,61.75,53.33333333,74.5,84,87,65,11,17.25,19.75,37,-2.5,2.5,5500,11.6,2.109090909
WR,120.5,126.3333333,168.5,170,103,167,42,19.75,24.25,44,-4.5,4.5,4500,9.5,2.111111111
RB,45.25,20.33333333,16.5,26,120,7,28,18.75,22.25,41,-3.5,3.5,5400,11.4,2.111111111
WR,53.75,38,34,44,101,24,46,29,19.5,48.5,9.5,9.5,6200,13.1,2.112903226
QB,27.24731183,29.84229391,26.27419355,28,20,26,38,23.25,21.75,45,1.5,1.5,6000,12.68,2.113333333
WR,93.25,71.33333333,76,100,159,52,62,24.5,27.5,52,-3,3,6100,12.9,2.114754098
WR,133.25,129.6666667,135.5,123,144,148,118,19.5,22.5,42,-3,3,6000,12.7,2.116666667
TE,27,30,9,5,18,13,72,22,25,47,-3,3,5800,12.3,2.120689655
WR,71.25,52.33333333,21,24,128,18,115,29,17.5,46.5,11.5,11.5,6500,13.8,2.123076923
QB,22.475,25.13333333,27.06666667,25,15,31,22,19.25,25.25,44.5,-6,6,4700,9.98,2.123404255
RB,35.5,24.66666667,6.5,5,68,8,61,34.5,12,46.5,22.5,22.5,8900,18.9,2.123595506
WR,50.25,54.33333333,38,32,38,44,87,17.25,26.25,43.5,-9,9,5600,11.9,2.125
WR,72.5,77.33333333,32,24,58,40,168,20.5,19.5,40,1,1,6400,13.6,2.125
QB,24.98611111,30.25529101,16.82738095,9,9,24,56,18.5,23.5,42,-5,5,4600,9.78,2.126086957
QB,30.38851351,36.79697555,20.46573359,9,9,24,56,18.5,23.5,42,-5,5,4600,9.78,2.126086957
TE,31,19.66666667,12.5,18,65,7,34,18.75,32.75,51.5,-14,14,5500,11.7,2.127272727
RB,25.25,19.33333333,17,20,43,14,24,19.25,19.25,38.5,0,0,4600,9.8,2.130434783
QB,21.49184783,13.35099638,4.88451087,7,47,3,31,23,26,49,-3,3,7000,14.92,2.131428571
WR,123,149.3333333,179,176,44,182,90,24.5,14,38.5,10.5,10.5,3000,6.4,2.133333333
WR,29.5,32.66666667,15,14,20,16,68,25.5,27,52.5,-1.5,1.5,3700,7.9,2.135135135
RB,59.75,51.66666667,33,35,84,31,89,28.75,21.25,50,7.5,7.5,7000,15,2.142857143
TE,38.25,30.33333333,38,48,62,28,15,24,20,44,4,4,4900,10.5,2.142857143
RB,62,57,58,62,77,54,55,12.5,29.5,42,-17,17,4100,8.8,2.146341463
WR,77.5,76.66666667,89.5,88,80,91,51,12,34.5,46.5,-22.5,22.5,4000,8.6,2.15
QB,33.64000822,37.31496711,35.61883224,28,20,35,36,19,18,37,1,1,5000,10.76,2.152
TE,20,15.33333333,2.5,2,34,3,41,30.75,23.75,54.5,7,7,7200,15.5,2.152777778
QB,29.73571429,30.45396825,29.73571429,36,32,33,37,26.25,15.75,42,10.5,10.5,6000,12.92,2.153333333
WR,126,112.6666667,160,171,166,149,18,17.75,19.75,37.5,-2,2,3900,8.4,2.153846154
WR,99.25,105.3333333,98.5,91,81,106,119,21.75,24.75,46.5,-3,3,4500,9.7,2.155555556
TE,49.25,59,64,58,20,70,49,25.5,29,54.5,-3.5,3.5,3200,6.9,2.15625
WR,63.75,69.33333333,45,39,47,51,118,17.25,23.25,40.5,-6,6,5700,12.3,2.157894737
QB,,,,43,47,36,24,21.75,24.75,46.5,-3,3,5400,11.68,2.162962963
WR,73.5,56.66666667,14,15,124,13,142,19.75,22.75,42.5,-3,3,7800,16.9,2.166666667
RB,76.25,82.33333333,112,111,58,113,23,15.25,28.75,44,-13.5,13.5,3000,6.5,2.166666667
WR,85,108.3333333,86.5,61,15,112,152,18.75,23.25,42,-4.5,4.5,4100,8.9,2.170731707
TE,44.25,55,52,40,12,64,61,21.5,25,46.5,-3.5,3.5,4000,8.7,2.175
RB,35.5,46,29.5,12,4,47,79,33.5,15,48.5,18.5,18.5,6200,13.5,2.177419355
QB,23.55115942,17.64714976,14.40318841,27,53,10,31,28.75,21.25,50,7.5,7.5,7200,15.68,2.177777778
RB,79.5,80,90.5,94,78,87,59,25.25,17.25,42.5,8,8,4500,9.8,2.177777778
TE,18.25,22.66666667,22.5,20,5,25,23,19,21.5,40.5,-2.5,2.5,2800,6.1,2.178571429
QB,13.91752577,16.70103093,7.886597938,4,6,13,37,24.25,17.25,41.5,7,7,6100,13.3,2.180327869
TE,30.25,27.66666667,40,40,38,40,3,23.5,20.5,44,3,3,3300,7.2,2.181818182
WR,116.75,104.6666667,152,168,153,136,10,21.25,20.25,41.5,1,1,3800,8.3,2.184210526
WR,62,64.33333333,34,34,55,34,125,22.75,26.25,49,-3.5,3.5,7000,15.3,2.185714286
RB,58.75,41.33333333,60.5,84,111,37,3,19,18,37,1,1,5800,12.7,2.189655172
TE,43.5,45.33333333,47.5,46,38,49,41,27.5,14,41.5,13.5,13.5,3600,7.9,2.194444444
TE,35,45,31.5,14,5,49,72,23.75,20.25,44,3.5,3.5,3000,6.6,2.2
QB,22.15277778,29.25573192,15.61243386,2,1,35,67,27,23.5,50.5,3.5,3.5,6100,13.42,2.2
WR,59,64.66666667,7,1,42,13,180,24.75,21.75,46.5,3,3,7300,16.1,2.205479452
QB,27.77777778,31.11111111,32.77777778,26,16,33,25,20.25,24.25,44.5,-4,4,5500,12.14,2.207272727
WR,47.25,48,37.5,37,45,38,69,20.5,26,46.5,-5.5,5.5,5700,12.6,2.210526316
WR,65.75,57,78,91,92,65,15,21.5,24.5,46,-3,3,4700,10.4,2.212765957
RB,47,26,19,26,110,12,40,19.75,24.75,44.5,-5,5,7500,16.6,2.213333333
RB,66.25,78.66666667,70,61,29,79,96,26.25,15.75,42,10.5,10.5,5100,11.3,2.215686275
WR,42,22.33333333,13,17,101,9,41,19.75,24.25,44,-4.5,4.5,7400,16.4,2.216216216
RB,43.25,32.66666667,19.5,23,75,16,59,22.75,26.75,49.5,-4,4,6000,13.3,2.216666667
WR,88.75,114.3333333,90.5,64,12,117,162,23.5,21.5,45,2,2,4100,9.1,2.219512195
RB,48.5,48,47.5,47,50,48,49,22.5,25.5,48,-3,3,4500,10,2.222222222
QB,47.91180314,40.42276423,60.09277003,63,65,48,1,20.5,19,39.5,1.5,1.5,5000,11.14,2.228
WR,69.25,62,14.5,13,91,16,157,25.5,29,54.5,-3.5,3.5,7400,16.5,2.22972973
QB,31.1314006,28.15361446,29.77786145,35,37,20,23,20.75,22.75,43.5,-2,2,5800,12.96,2.234482759
RB,74.75,95,110,102,14,118,65,16.5,27.5,44,-11,11,3800,8.5,2.236842105
WR,90.5,74,67.5,70,140,65,87,18.25,24.75,43,-6.5,6.5,5900,13.2,2.237288136
QB,32.06770833,25.45833333,26.92708333,37,53,18,23,22.5,24.5,47,-2,2,6400,14.32,2.2375
RB,40,45.33333333,43.5,40,24,47,49,26.25,22.75,49,3.5,3.5,4600,10.3,2.239130435
RB,55.5,53.33333333,66,73,62,59,28,23,18,41,5,5,4600,10.3,2.239130435
TE,19.5,13.66666667,3.5,4,37,3,34,28.25,23.75,52,4.5,4.5,7100,15.9,2.23943662
RB,24.5,6.666666667,9,17,78,1,2,27,25.5,52.5,1.5,1.5,7000,15.7,2.242857143
TE,50.75,41,61,72,80,50,1,27,19.5,46.5,7.5,7.5,3700,8.3,2.243243243
QB,17.20449219,20.21770833,16.3296875,14,7,14,24,20,23,43,-3,3,5300,11.9,2.245283019
WR,45.5,59.66666667,37,21,3,53,105,17.25,24.25,41.5,-7,7,5300,11.9,2.245283019
TE,28.25,20.66666667,2.5,4,51,1,57,22.25,18.25,40.5,4,4,6500,14.6,2.246153846
WR,61.75,81.66666667,85.5,77,2,94,74,18.5,21,39.5,-2.5,2.5,3200,7.2,2.25
RB,59.25,49.66666667,35,37,88,33,79,18.25,23.75,42,-5.5,5.5,5600,12.6,2.25
RB,64.5,70,76.5,79,48,74,57,24.75,21.75,46.5,3,3,4400,9.9,2.25
TE,26.75,34.33333333,39.5,44,4,35,24,24.5,23.5,48,1,1,3200,7.2,2.25
WR,41.5,25,29.5,45,91,14,16,24.5,21.5,46,3,3,6300,14.2,2.253968254
RB,55.75,46.33333333,37.5,44,84,31,64,26,23,49,3,3,5500,12.4,2.254545455
WR,110,94.66666667,136.5,165,156,108,11,29.5,12.5,42,17,17,4700,10.6,2.255319149
RB,50.5,31.66666667,12.5,14,107,11,70,27,19.5,46.5,7.5,7.5,9000,20.3,2.255555556
RB,83.5,75.66666667,111.5,112,107,111,4,22.75,26.25,49,-3.5,3.5,4300,9.7,2.255813953
RB,62.25,76,93.5,96,21,91,41,26,23,49,3,3,3100,7,2.258064516
WR,85.25,79.33333333,101.5,117,103,86,35,30.5,17.5,48,13,13,5400,12.2,2.259259259
WR,75.5,56.66666667,47,54,132,40,76,20,16,36,4,4,7200,16.3,2.263888889
QB,25.81417625,29.85312899,40.03831418,38,13,38,9,14.75,29.25,44,-14.5,14.5,4500,10.2,2.266666667
WR,124.25,109,153.5,166,170,141,20,23.75,13.25,37,10.5,10.5,4100,9.3,2.268292683
RB,32.5,28,22.5,24,46,21,39,22.75,17.75,40.5,5,5,4800,10.9,2.270833333
WR,70.5,69,58.5,56,75,61,90,21.5,23.5,45,-2,2,5900,13.4,2.271186441
WR,103.75,82,104,117,169,91,38,22.5,24.5,47,-2,2,5100,11.6,2.274509804
WR,127.5,143.3333333,155.5,144,80,167,119,13.25,23.75,37,-10.5,10.5,3600,8.2,2.277777778
RB,32.75,32,28.5,29,35,28,39,15,33.5,48.5,-18.5,18.5,4300,9.8,2.279069767
RB,34.5,9.333333333,3,5,110,1,22,15.5,29.5,45,-14,14,10000,22.8,2.28
WR,93.75,80,82.5,85,135,80,75,26,23,49,3,3,6400,14.6,2.28125
QB,13.26021635,14.14423077,7.956129808,6,12,12,30,16.75,23.75,40.5,-7,7,4900,11.2,2.285714286
WR,74.75,87.66666667,81.5,67,36,96,100,26.25,20.25,46.5,6,6,5600,12.8,2.285714286
WR,134,116.3333333,172.5,186,187,159,4,17.5,30.5,48,-13,13,4200,9.6,2.285714286
QB,36.91362578,45.03623188,46.32298137,41,13,55,44,23,19.5,42.5,3.5,3.5,5900,13.5,2.288135593
RB,45,55,41.5,35,15,48,82,30,20,50,10,10,5200,11.9,2.288461538
QB,20.13873626,26.52014652,11.43681319,1,1,22,57,22.75,18.25,41,4.5,4.5,6300,14.42,2.288888889
RB,28.25,21.66666667,12.5,13,48,12,40,19.25,19.25,38.5,0,0,8300,19,2.289156627
WR,123.5,137.3333333,149,136,82,162,114,26.75,23.25,50,3.5,3.5,3800,8.7,2.289473684
TE,26.25,31.66666667,12,6,10,18,71,30.5,17.5,48,13,13,5500,12.6,2.290909091
WR,110.5,129.6666667,131,115,53,147,127,28,23,51,5,5,4100,9.4,2.292682927
TE,37.5,36.33333333,20.5,20,41,21,68,18.5,28,46.5,-9.5,9.5,4100,9.4,2.292682927
RB,49.5,32,44.5,66,102,23,7,16.75,19.75,36.5,-3,3,5800,13.3,2.293103448
TE,49.75,62.33333333,59.5,53,12,66,68,21.5,23.5,45,-2,2,2700,6.2,2.296296296
QB,23.328125,28.39945652,26.37092391,19,8,33,32,23,30,53,-7,7,5100,11.72,2.298039216
WR,54.75,69,64.5,57,12,72,78,33.5,15,48.5,18.5,18.5,3000,6.9,2.3
WR,35.5,14.66666667,3,5,98,1,38,33.5,15,48.5,18.5,18.5,7000,16.1,2.3
RB,23.75,22,5,2,29,8,56,21,18.5,39.5,2.5,2.5,6000,13.8,2.3
RB,36.75,26.66666667,24.5,30,67,19,31,19,21.5,40.5,-2.5,2.5,4600,10.6,2.304347826
WR,92.5,78.33333333,64,74,135,54,107,29,26,55,3,3,5900,13.6,2.305084746
QB,42.68543956,36.75013082,49.27119309,59,62,42,12,22.75,26.75,49.5,-4,4,5100,11.76,2.305882353
WR,45.25,40.66666667,29.5,32,59,27,63,26,25,51,1,1,6200,14.3,2.306451613
QB,40.21732955,35.97077922,45.46306818,51,53,40,17,22,24,46,-2,2,5600,12.94,2.310714286
RB,34.25,31.66666667,37.5,41,42,34,20,33.5,15,48.5,18.5,18.5,3800,8.8,2.315789474
WR,93.75,93,58,48,96,68,163,22.5,15.5,38,7,7,6300,14.6,2.317460317
WR,96,90.33333333,90,99,113,81,91,20.75,19.75,40.5,1,1,5000,11.6,2.32
RB,59.5,56.33333333,70.5,78,69,63,28,22,24,46,-2,2,5000,11.6,2.32
WR,72.25,71.66666667,72,86,74,58,71,21.25,28.75,50,-7.5,7.5,5600,13,2.321428571
RB,27.25,11,6,8,76,4,21,18.75,25.75,44.5,-7,7,9000,20.9,2.322222222
QB,23.67927171,15.48832866,11.16946779,20,54,5,27,25.5,22.5,48,3,3,6600,15.34,2.324242424
TE,34.75,42,25,13,13,37,76,24.25,26.75,51,-2.5,2.5,3700,8.6,2.324324324
WR,59.25,48,59,68,93,50,26,21.5,25,46.5,-3.5,3.5,4600,10.7,2.326086957
RB,26.25,19.33333333,10,11,47,9,38,33.5,15,48.5,18.5,18.5,5100,11.9,2.333333333
RB,39.25,50,40.5,28,7,53,69,26.5,21,47.5,5.5,5.5,4200,9.8,2.333333333
RB,60.25,65.66666667,35,20,44,50,127,29,18,47,11,11,6600,15.4,2.333333333
RB,53,35.33333333,48,61,106,35,10,26.25,16.75,43,9.5,9.5,5100,11.9,2.333333333
WR,123.75,150.3333333,180,177,44,183,91,22.25,25.75,48,-3.5,3.5,3000,7,2.333333333
TE,34.25,24,17.5,20,65,15,37,22.75,19.25,42,3.5,3.5,5100,11.9,2.333333333
RB,46,29.66666667,23.5,28,95,19,42,28,18.5,46.5,9.5,9.5,8200,19.2,2.341463415
WR,49.5,32.33333333,20.5,29,101,12,56,23.75,22.75,46.5,1,1,7600,17.8,2.342105263
RB,41.25,37.66666667,3.5,1,52,6,106,22.75,18.25,41,4.5,4.5,7300,17.1,2.342465753
QB,11.98394495,11.49337411,5.04587156,5,16,7,29,27.25,21.75,49,5.5,5.5,6100,14.3,2.344262295
RB,42.25,46,47.5,47,31,48,43,21.5,24.5,46,-3,3,4300,10.1,2.348837209
RB,23.5,24.66666667,5.5,2,20,9,63,21.25,24.75,46,-3.5,3.5,6300,14.8,2.349206349
WR,100.25,90.66666667,96,106,129,86,80,22.75,19.75,42.5,3,3,3400,8,2.352941176
RB,36.5,36.33333333,1.5,1,37,2,106,28.75,15.25,44,13.5,13.5,8200,19.3,2.353658537
WR,61.5,66,77,73,48,81,44,22.75,17.75,40.5,5,5,3900,9.2,2.358974359
WR,40,19.33333333,11,16,102,6,36,25.5,27,52.5,-1.5,1.5,8000,18.9,2.3625
QB,13.94616168,16.90443841,7.606997283,4,5,11,35,23,20,43,3,3,6500,15.36,2.363076923
TE,15.5,19.66666667,14.5,13,3,16,30,20.5,26,46.5,-5.5,5.5,5200,12.3,2.365384615
RB,44,45,44.5,45,41,44,46,24.25,20.25,44.5,4,4,4100,9.7,2.365853659
TE,18,21.33333333,13,9,8,17,38,24,25.5,49.5,-1.5,1.5,3200,7.6,2.375
RB,55.25,43.66666667,46,55,90,37,39,25,18.5,43.5,6.5,6.5,4500,10.7,2.377777778
RB,37.5,11,3,5,117,1,27,22.25,25.75,48,-3.5,3.5,10300,24.5,2.378640777
RB,39.5,34.33333333,7,6,55,8,89,20,24,44,-4,4,8700,20.7,2.379310345
TE,30.25,18.66666667,24.5,34,65,15,7,29.5,15.5,45,14,14,5200,12.4,2.384615385
RB,57,39,25,28,111,22,67,17.75,19.75,37.5,-2,2,7200,17.2,2.388888889
RB,42.25,41.66666667,31,29,44,33,63,29.25,14.75,44,14.5,14.5,5100,12.2,2.392156863
RB,49.25,43.66666667,12.5,8,66,17,106,16.75,26.25,43,-9.5,9.5,6600,15.8,2.393939394
WR,93.25,84.33333333,86,97,120,75,81,16.75,26.25,43,-9.5,9.5,4800,11.5,2.395833333
WR,82.25,87,42,28,68,56,177,19.25,29.25,48.5,-10,10,6000,14.4,2.4
RB,62,55.33333333,33,36,82,30,100,27.5,23.5,51,4,4,7200,17.3,2.402777778
WR,118.75,97,145,179,184,111,1,22.5,23.5,46,-1,1,4700,11.3,2.404255319
WR,107,139.3333333,155,144,10,166,108,27.75,20.25,48,7.5,7.5,4400,10.6,2.409090909
RB,50.5,39.33333333,21.5,24,84,19,75,21.75,24.75,46.5,-3,3,7500,18.1,2.413333333
WR,71,76.33333333,50,49,55,51,129,27,23.5,50.5,3.5,3.5,5800,14,2.413793103
WR,67.75,68.66666667,84.5,85,65,84,37,19.75,17.25,37,2.5,2.5,3600,8.7,2.416666667
WR,57,55.66666667,63,64,61,62,41,14.75,29.25,44,-14.5,14.5,3600,8.7,2.416666667
RB,45,57,56,50,9,62,59,26.5,21,47.5,5.5,5.5,4300,10.4,2.418604651
WR,95,109,113.5,109,53,118,100,19.25,23.75,43,-4.5,4.5,4300,10.4,2.418604651
RB,55,36.33333333,28,34,111,22,53,20.25,23.25,43.5,-3,3,6900,16.8,2.434782609
RB,41.75,48.66666667,17.5,3,21,32,111,19,26,45,-7,7,7100,17.3,2.436619718
TE,44.25,37.33333333,52,59,65,45,8,22.75,16.25,39,6.5,6.5,4300,10.5,2.441860465
RB,47.75,44,12.5,8,59,17,107,22.5,19.5,42,3,3,7000,17.1,2.442857143
WR,94.25,116.6666667,105,92,27,118,140,22.25,18.75,41,3.5,3.5,3800,9.3,2.447368421
RB,87.5,83,122,122,101,122,5,19.75,23.25,43,-3.5,3.5,3800,9.3,2.447368421
WR,46.25,59.33333333,43,30,7,56,92,18.5,21,39.5,-2.5,2.5,5100,12.5,2.450980392
RB,34.25,35.66666667,25.5,25,30,26,56,14.75,29.25,44,-14.5,14.5,4200,10.3,2.452380952
TE,38.25,50.66666667,35,17,1,53,82,20.5,24,44.5,-3.5,3.5,4200,10.3,2.452380952
QB,44.31010453,35.7398374,49.23344948,56,64,34,8,20.5,24.5,45,-4,4,5400,13.26,2.455555556
QB,42.25168539,39.90436954,52.81460674,58,49,47,14,22.25,18.25,40.5,4,4,5700,14,2.456140351
TE,25.5,25.33333333,7.5,9,26,6,61,25.25,19.75,45,5.5,5.5,5700,14,2.456140351
TE,40.75,30,40,50,73,30,10,26,20,46,6,6,3500,8.6,2.457142857
RB,86.75,77.66666667,116,117,114,115,1,26.75,23.25,50,3.5,3.5,3700,9.1,2.459459459
QB,15.21428571,17.71428571,14.14285714,13,9,20,29,26.25,17.25,43.5,9,9,5100,12.56,2.462745098
WR,46.25,32.33333333,22,28,88,16,53,17.5,27,44.5,-9.5,9.5,5800,14.3,2.465517241
RB,55,36,19.5,21,112,18,69,20.5,24,44.5,-3.5,3.5,6400,15.8,2.46875
WR,71.5,70.33333333,62.5,57,75,68,86,24,25.5,49.5,-1.5,1.5,5500,13.6,2.472727273
WR,74.25,78,76,83,63,69,82,18.75,22.25,41,-3.5,3.5,4000,9.9,2.475
WR,58.5,47.66666667,12.5,16,91,9,118,24.25,24.25,48.5,0,0,6500,16.1,2.476923077
QB,40.82048872,36.71428571,51.68984962,61,55,46,7,23.75,26.75,50.5,-3,3,5700,14.12,2.477192982
WR,42,31.33333333,11.5,11,74,12,71,19,25.5,44.5,-6.5,6.5,6900,17.1,2.47826087
WR,110,91,121,143,167,99,31,16.5,27.5,44,-11,11,4800,11.9,2.479166667
RB,31.75,26,16,17,49,15,46,22.25,25.25,47.5,-3,3,7500,18.6,2.48
TE,20.75,26.66666667,32,31,3,33,16,21,18.5,39.5,2.5,2.5,2700,6.7,2.481481481
WR,99,87.33333333,80.5,82,134,79,101,19.25,29.25,48.5,-10,10,5800,14.4,2.482758621
TE,47,35.66666667,49.5,63,81,36,8,22,24,46,-2,2,3700,9.2,2.486486486
RB,76.5,77.66666667,100.5,103,73,98,32,20.5,21.5,42,-1,1,3700,9.2,2.486486486
WR,64.25,85.33333333,77,60,1,94,102,26,20.5,46.5,5.5,5.5,4500,11.2,2.488888889
QB,27.39698401,23.14728682,34.1784157,36,37,27,1,21.5,23,44.5,-1.5,1.5,4900,12.2,2.489795918
WR,107.25,86.33333333,119,137,170,101,21,18.75,26.25,45,-7.5,7.5,4900,12.2,2.489795918
QB,31.98784722,32.78356481,42.96875,46,31,44,13,17.5,29,46.5,-11.5,11.5,4500,11.24,2.497777778
QB,41.12723214,42.15029762,55.24553571,46,31,44,13,17.5,29,46.5,-11.5,11.5,4500,11.24,2.497777778
