season,week,weekday,game_date,game_hour,favorite,underdog,spread,total
2019,16,Sat,2019-12-21,8,SF,LA,-7,45.5
2019,16,Sat,2019-12-21,4,NE,BUF,-7,39
2019,16,Sun,2019-12-22,1,PIT,NYJ,-3,36.5
2019,16,Sun,2019-12-22,1,NYG,WAS,-1,42
2019,16,Sun,2019-12-22,1,NO,TEN,-3.5,49
2019,16,Sun,2019-12-22,4,SEA,ARI,-8,51
2019,16,Sun,2019-12-22,8,KC,CHI,-7,45.5
2019,16,Sun,2019-12-22,4,LAC,OAK,-7.5,45
2019,16,Sun,2019-12-22,4,DAL,PHI,-2.5,46.5
2019,16,Sun,2019-12-22,4,DEN,DET,-8,40
2019,16,Sun,2019-12-22,1,CIN,MIA,-1.5,45.5
2019,16,Sun,2019-12-22,1,IND,CAR,-6.5,46.5
2019,16,Sun,2019-12-22,1,BAL,CLE,-10,48.5
2019,16,Sun,2019-12-22,1,ATL,JAC,-7.5,48
2019,16,Mon,2019-12-23,8,MIN,GB,-4,47
2019,17,Sun,2019-12-29,8,SF,SEA,-3,47
2019,17,Sun,2019-12-29,4,TEN,HOU,-9.5,43.5
2019,17,Sun,2019-12-29,1,NO,CAR,-14,45
2019,17,Sun,2019-12-29,4,LA,ARI,-7,45
2019,17,Sun,2019-12-29,1,CLE,CIN,-3,43.5
2019,17,Sun,2019-12-29,1,KC,LAC,-9.5,45.5
2019,17,Sun,2019-12-29,1,GB,DET,-13.5,44
2019,17,Sun,2019-12-29,1,CHI,MIN,-4,36
2019,17,Sun,2019-12-29,1,NE,MIA,-17,45
2019,17,Sun,2019-12-29,1,TB,ATL,-1,48
2019,17,Sun,2019-12-29,4,PIT,BAL,-1.5,35
2019,17,Sun,2019-12-29,4,PHI,NYG,-4,44
2019,17,Sun,2019-12-29,4,IND,JAC,-4.5,41.5
2019,17,Sun,2019-12-29,4,DEN,OAK,-4,41
2019,17,Sun,2019-12-29,4,DAL,WAS,-11.5,46.5
2019,17,Sun,2019-12-29,1,NYJ,BUF,-1,37
2019,18,Sat,2020-01-04,8,TEN,NE,,
2019,18,Sat,2020-01-04,4,BUF,HOU,,
2019,18,Sun,2020-01-05,4,SEA,PHI,,
2019,18,Sun,2020-01-05,1,MIN,NO,,
2019,19,Sat,2020-01-11,4,MIN,SF,,
2019,19,Sat,2020-01-11,8,TEN,BAL,,
2019,19,Sun,2020-01-12,6,SEA,GB,,
2019,19,Sun,2020-01-12,3,HOU,KC,,
2019,20,Sun,2020-01-19,6,GB,SF,,
2019,20,Sun,2020-01-19,3,TEN,KC,,
2019,21,Sun,2020-02-02,6,SF,KC,,
